tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.806733358037e-02,4.701875926217e-02,4.801203129819e-02,4.802301316217e-02,-0.191577333,-0.009999016,-0.008012507,2.401827643097,-0.089394054245,-0.417857690451,-0.417857690451,-2.491221697342,-0.328463636206,-0.328463636206,-2.819685333548,-2.819685333548
1,3567993164.062500,4.806733358037e-02,4.714200381041e-02,4.818483273848e-02,4.819750821401e-02,-0.168839854,0.021206488,0.023491093,1.296335224647,-1.286366539428,-2.061122711110,-2.061122711110,-2.582701764075,-0.774756171681,-0.774756171681,-3.357457935757,-3.357457935757
2,3586120605.468750,4.806733358037e-02,4.700215226880e-02,4.809563805094e-02,4.810966929253e-02,-0.194645725,0.005113185,0.007646804,2.049245372219,-0.643740232850,-1.869342945471,-1.869342945471,-2.692985605068,-1.225602712621,-1.225602712621,-3.918588317689,-3.918588317689
3,3604064941.406250,4.806733358037e-02,4.693852007676e-02,4.809653374162e-02,4.811132962934e-02,-0.206412775,0.005274941,0.007946562,4.285988177340,1.492829195995,-0.179066052102,-0.179066052102,-2.793158981345,-1.671895248096,-1.671895248096,-4.465054229442,-4.465054229442
4,3622009277.343750,4.806733358037e-02,4.680640456893e-02,4.804319694386e-02,4.805789375716e-02,-0.230894985,-0.004362647,-0.001705968,2.183447364780,-0.730445578457,-2.848633362029,-2.848633362029,-2.913892943237,-2.118187783572,-2.118187783572,-5.032080726809,-5.032080726809
5,3639953613.281250,4.806733358037e-02,4.672831420879e-02,4.805787547188e-02,4.807151263938e-02,-0.245398357,-0.001709272,0.000755134,2.322254780349,-0.710558596525,-3.275038915572,-3.275038915572,-3.032813376874,-2.564480319047,-2.564480319047,-5.597293695922,-5.597293695922
6,3658081054.687500,4.806733358036e-02,4.666456811924e-02,4.809023947808e-02,4.810182007656e-02,-0.257255611,0.004138168,0.006229563,5.348586380446,2.170172185494,-0.845154674493,-0.845154674493,-3.178414194952,-3.015326859987,-3.015326859987,-6.193741054939,-6.193741054939
7,3676025390.625000,4.806733358037e-02,4.651190917047e-02,4.801565806140e-02,4.802435296273e-02,-0.285717301,-0.009342921,-0.007770182,7.162897463109,3.834196181455,0.372576785992,0.372576785992,-3.328701281654,-3.461619395462,-3.461619395462,-6.790320677117,-6.790320677117
8,3693969726.562500,4.806733358037e-02,4.659838093774e-02,4.815642651228e-02,4.816172063967e-02,-0.269584080,0.016084418,0.017039258,9.480366669582,6.009262911592,2.101350980654,2.101350980654,-3.471103757990,-3.907911930938,-3.907911930938,-7.379015688928,-7.379015688928
9,3712097167.968750,4.806733358036e-02,4.652721665797e-02,4.808805950549e-02,4.808969099912e-02,-0.282859166,0.003744420,0.004039103,12.548013127473,8.925836495034,4.567078023157,4.567078023157,-3.622176632439,-4.358758471877,-4.358758471877,-7.980935104317,-7.980935104317
10,3730041503.906250,4.806733358037e-02,4.651225278858e-02,4.802296829951e-02,4.802116985966e-02,-0.285653132,-0.008020621,-0.008345910,11.245592727035,7.503610329522,2.698559322169,2.698559322169,-3.741982397512,-4.805051007353,-4.805051007353,-8.547033404865,-8.547033404865
11,3747985839.843750,4.806733358036e-02,4.668139552968e-02,4.809270682037e-02,4.808801129577e-02,-0.254124013,0.004583799,0.003735712,9.117793422449,5.262630093294,0.011286550465,0.011286550465,-3.855163329156,-5.251343542828,-5.251343542828,-9.106506871984,-9.106506871984
12,3765930175.781250,4.806733358037e-02,4.680238003213e-02,4.806416998964e-02,4.805739728798e-02,-0.231641853,-0.000571688,-0.001795699,8.397305960438,4.443479883199,-1.254156195105,-1.254156195105,-3.953826077239,-5.697636078304,-5.697636078304,-9.651462155543,-9.651462155543
13,3784057617.187500,4.806733358037e-02,4.698340097993e-02,4.805878456472e-02,4.805089833747e-02,-0.198111611,-0.001544966,-0.002970398,10.016056853768,5.974266199841,-0.174216419403,-0.174216419403,-4.041790653928,-6.148482619243,-6.148482619243,-10.190273273171,-10.190273273171
14,3802001953.125000,4.806733358037e-02,4.723328340933e-02,4.810348938834e-02,4.809548876950e-02,-0.152037897,0.006530991,0.005086225,9.208215674842,5.103076533048,-1.491698621671,-1.491698621671,-4.105139141794,-6.594775154719,-6.594775154719,-10.699914296513,-10.699914296513
15,3819946289.062500,4.806733358037e-02,4.747908961657e-02,4.813551772430e-02,4.812827477165e-02,-0.106952967,0.012312318,0.011005254,6.376681623765,2.183523299386,1.425640916371,1.425640916371,-4.193158324380,-7.041067690194,-7.041067690194,-11.234226014574,-11.234226014574
16,3837890625.000000,4.806733358037e-02,4.765080703103e-02,4.809490794722e-02,4.808906123479e-02,-0.075595419,0.004981330,0.003925355,8.859138019079,4.591763836134,3.387588917644,3.387588917644,-4.267374182945,-7.487360225670,-7.487360225670,-11.754734408614,-11.754734408614
17,3856018066.406250,4.806733358037e-02,4.785710061557e-02,4.809606462110e-02,4.809193473025e-02,-0.038072953,0.005190221,0.004444353,11.577299946092,7.222931205718,5.567909746288,5.567909746288,-4.354368740374,-7.938206766609,-7.938206766609,-12.292575506984,-12.292575506984
18,3873962402.343750,4.806733358037e-02,4.805560213135e-02,4.810246543626e-02,4.810000083613e-02,-0.002120161,0.006346097,0.005901051,10.563360623764,6.127584136067,4.026270141162,4.026270141162,-4.435776487697,-8.384499302085,-8.384499302085,-12.820275789782,-12.820275789782
19,3891906738.281250,4.806733358037e-02,4.820067420342e-02,4.806607474415e-02,4.806493721024e-02,0.024061632,-0.000227478,-0.000433041,12.235415862840,7.686557163083,5.138950632703,5.138950632703,-4.548858699757,-8.830791837560,-8.830791837560,-13.379650537317,-13.379650537317
20,3910034179.687500,4.806733358037e-02,4.837915151478e-02,4.807096848364e-02,4.807060075938e-02,0.056164320,0.000656811,0.000590368,12.874290786513,8.215389617073,5.216936545753,5.216936545753,-4.658901169440,-9.281638378500,-9.281638378500,-13.940539547940,-13.940539547940
21,3927978515.625000,4.806733358037e-02,4.857976913140e-02,4.810915962541e-02,4.810888415415e-02,0.092108304,0.007554786,0.007505051,15.430858812959,10.666081903216,7.221336296421,7.221336296421,-4.764776909743,-9.727930913975,-9.727930913975,-14.492707823718,-14.492707823718
22,3945922851.562500,4.806733358037e-02,4.867261868494e-02,4.805239630372e-02,4.805156449007e-02,0.108693629,-0.002699623,-0.002849982,17.191772727966,12.305332987917,8.414294845646,8.414294845646,-4.886439740049,-10.174223449451,-10.174223449451,-15.060663189500,-15.060663189500
23,3963867187.500000,4.806733358038e-02,4.874153153120e-02,4.798771557595e-02,4.798580514907e-02,0.120982798,-0.014399105,-0.014744903,15.822601890533,10.825174884656,6.487844206909,6.487844206909,-4.997427005877,-10.620515984926,-10.620515984926,-15.617942990804,-15.617942990804
24,3981994628.906250,4.806733358037e-02,4.891616578185e-02,4.804529159329e-02,4.804195672721e-02,0.152047537,-0.003983957,-0.004586873,12.737736539796,13.927413953118,9.139236734432,9.139236734432,-5.093507893857,-11.071362525866,-11.071362525866,-16.164870419723,-16.164870419723
25,3999938964.843750,4.806733358037e-02,4.903010316437e-02,4.806563569487e-02,4.806079361850e-02,0.172255514,-0.000306818,-0.001181868,12.030796779857,13.123847999480,7.889378245319,7.889378245319,-5.190134087557,-11.517655061341,-11.517655061341,-16.707789148898,-16.707789148898
26,4017883300.781250,4.806733358037e-02,4.915200327049e-02,4.811362191871e-02,4.810738020413e-02,0.193823831,0.008360396,0.007233514,12.990236728668,13.967677479787,8.286915190150,8.286915190150,-5.305744556061,-11.963947596817,-11.963947596817,-17.269692152878,-17.269692152878
27,4036010742.187500,4.806733358037e-02,4.914625219567e-02,4.805059450629e-02,4.804322028002e-02,0.192807471,-0.003025320,-0.004358428,15.087573214155,15.960624085070,9.829015254493,9.829015254493,-5.410134436265,-12.414794137756,-12.414794137756,-17.824928574021,-17.824928574021
28,4053955078.125000,4.806733358037e-02,4.928935064692e-02,4.813923083261e-02,4.813104437047e-02,0.218061306,0.012982310,0.011505079,17.990864189305,18.716445127356,12.138543761304,12.138543761304,-5.557604369128,-12.861086673232,-12.861086673232,-18.418691042360,-18.418691042360
29,4071899414.062500,4.806733358037e-02,4.934504932340e-02,4.813792919178e-02,4.812925886842e-02,0.227871121,0.012747448,0.011182855,14.882913711926,21.739904076404,14.715710174876,14.715710174876,-5.709380249882,-13.307379208707,-13.307379208707,-19.016759458589,-19.016759458589
30,4089843750.000000,4.806733358037e-02,4.938467389521e-02,4.810850787786e-02,4.809959181559e-02,0.234843179,0.007437116,0.005827190,16.043895407308,22.754602492962,15.284116055959,15.284116055959,-5.855663528705,-13.753671744183,-13.753671744183,-19.609335272888,-19.609335272888
31,4107971191.406250,4.806733358037e-02,4.941282919818e-02,4.805186169724e-02,4.804282432085e-02,0.239793787,-0.002796259,-0.004430015,17.048751714467,23.609123423243,15.687790445300,15.687790445300,-6.005998905584,-14.204518285122,-14.204518285122,-20.210517190706,-20.210517190706
32,4125915527.343750,4.806733358038e-02,4.949112367560e-02,4.803435045374e-02,4.802520328400e-02,0.253545661,-0.005962181,-0.007616390,17.007288301314,23.436448361686,15.068822848268,15.068822848268,-6.137210553986,-14.650810820598,-14.650810820598,-20.788021374584,-20.788021374584
33,4143859863.281250,4.806733358037e-02,4.952365205287e-02,4.797464659362e-02,4.796536251003e-02,0.259252646,-0.016764944,-0.018446005,17.392636434903,23.707307476851,14.893389427958,14.893389427958,-6.251699572411,-15.097103356073,-15.097103356073,-21.348802928484,-21.348802928484
34,4161987304.687500,4.806733358037e-02,4.966138447315e-02,4.803703340560e-02,4.802757695451e-02,0.283375828,-0.005477045,-0.007187096,18.644495708831,24.853383606759,15.588619016926,15.588619016926,-6.357482716431,-15.547949897013,-15.547949897013,-21.905432613444,-21.905432613444
35,4179931640.625000,4.806733358037e-02,4.970722439888e-02,4.805286865891e-02,4.804335254541e-02,0.291389638,-0.002614242,-0.004334515,18.871111372500,24.989701364949,15.278644239641,15.278644239641,-6.447780621910,-15.994242432488,-15.994242432488,-22.442023054398,-22.442023054398
36,4197875976.562500,4.806733358037e-02,4.982371648135e-02,4.819586770303e-02,4.818655268894e-02,0.311721764,0.023195444,0.021516524,18.975278021866,24.989130478352,14.831780817568,14.831780817568,-6.552518157874,-16.440534967964,-16.440534967964,-22.993053125837,-22.993053125837
37,4215820312.500000,4.806733358037e-02,4.962369216618e-02,4.809995219164e-02,4.809138761285e-02,0.276780854,0.005892267,0.004345538,18.337962032453,24.264872119810,13.661229923550,13.661229923550,-6.639460527002,-16.886827503439,-16.886827503439,-23.526288030441,-23.526288030441
38,4233947753.906250,4.806733358037e-02,4.939954896165e-02,4.804547945980e-02,4.803837547332e-02,0.237459046,-0.003949993,-0.005234381,16.652959482271,22.503703255579,11.449214518380,11.449214518380,-6.715626841051,-17.337674044379,-17.337674044379,-24.053300885430,-24.053300885430
39,4251892089.843750,4.806733358037e-02,4.912041356529e-02,4.798212250744e-02,4.797729223823e-02,0.188239666,-0.015411522,-0.016285958,17.545318472156,23.328811708916,11.828030436241,11.828030436241,-6.782877377600,-17.783966579854,-17.783966579854,-24.566843957454,-24.566843957454
40,4269836425.781250,4.806733358037e-02,4.885189924347e-02,4.794921047273e-02,4.794747889247e-02,0.140628427,-0.021371417,-0.021685094,16.325069586042,22.042533979699,10.095460171550,10.095460171550,-6.848906220702,-18.230259115330,-18.230259115330,-25.079165336031,-25.079165336031
41,4287780761.718750,4.806733358037e-02,4.859717054218e-02,4.792144826018e-02,4.792351057450e-02,0.095219057,-0.026401935,-0.026028143,16.816461078534,22.455053743440,10.061687399814,10.061687399814,-6.927777949454,-18.676551650805,-18.676551650805,-25.604329600259,-25.604329600259
