stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,7.742609558,2.214327379,11.414244486,9.802202450999e-01,-1.937540681778e-01,-0.007074476,-0.195148217330
after_float_fir,7.402764468,0.101872602,58.914244486,9.784292785640e-01,-1.930306753104e-01,-0.023582282,-0.194784859834
after_fixed_fir,7.402484971,0.103985580,58.914244486,9.785188774760e-01,-1.930415959870e-01,-0.022798303,-0.194778214214
