subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,1.766868750846e+02,-1.060121250507e+02,1.713580529474e+02,-1.051578294270e+02,1.769005625124e+02,-1.084623234707e+02,1.769147445136e+02,-1.084711368447e+02
1,19389,3550231933.593750,3.533737501691e+01,1.060121250507e+02,3.550495369986e+01,1.030917553689e+02,3.659837197350e+01,1.064039756729e+02,3.660135298785e+01,1.064124747547e+02
2,19390,3550415039.062500,2.473616251184e+02,3.533737501691e+01,2.416839496748e+02,3.209725916393e+01,2.493762375371e+02,3.321974776457e+01,2.493961087771e+02,3.322227177560e+01
3,19391,3550598144.531250,-3.533737501691e+01,1.766868750846e+02,-3.278829969013e+01,1.727246856331e+02,-3.390107541035e+01,1.781999497183e+02,-3.390367386890e+01,1.782140790634e+02
4,19392,3550781250.000000,-1.060121250507e+02,1.060121250507e+02,-1.024244486879e+02,1.044378513860e+02,-1.057112922644e+02,1.077036148058e+02,-1.057195675457e+02,1.077121505151e+02
5,19393,3550964355.468750,1.060121250507e+02,-2.473616251184e+02,1.010969414964e+02,-2.423370382624e+02,1.043876780086e+02,-2.499454759749e+02,1.043957362009e+02,-2.499651112832e+02
6,19394,3551147460.937500,-1.766868750846e+02,3.533737501691e+01,-1.720712016125e+02,3.614424377390e+01,-1.774997751219e+02,3.721085950989e+01,-1.775135908494e+02,3.721384567282e+01
7,19395,3551330566.406250,-1.766868750846e+02,-2.473616251184e+02,-1.747566599562e+02,-2.397389398555e+02,-1.801382742317e+02,-2.473281933243e+02,-1.801523582670e+02,-2.473472785737e+02
8,19396,3551513671.875000,1.766868750846e+02,-2.473616251184e+02,1.701294419577e+02,-2.430981296851e+02,1.755461080735e+02,-2.506258349125e+02,1.755595214854e+02,-2.506452437555e+02
9,19397,3551696777.343750,-1.766868750846e+02,1.060121250507e+02,-1.714845977436e+02,1.051482835523e+02,-1.768690963212e+02,1.083531334443e+02,-1.768826071584e+02,1.083615283683e+02
10,19398,3551879882.812500,1.060121250507e+02,2.473616251184e+02,1.058259515840e+02,2.405133074346e+02,1.090125477538e+02,2.480230167414e+02,1.090209825171e+02,2.480418808598e+02
11,19399,3552062988.281250,-2.473616251184e+02,-1.766868750846e+02,-2.431453228909e+02,-1.702648219970e+02,-2.505981490170e+02,-1.756322644696e+02,-2.506172438450e+02,-1.756454659266e+02
12,19400,3552246093.750000,3.533737501691e+01,3.533737501691e+01,3.480116543236e+01,3.420824243733e+01,3.586021466047e+01,3.527729201176e+01,3.586293721505e+01,3.527993609496e+01
