stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,11.968659154,1.681453013,-8.835573361,8.892649414507e-01,4.524233992479e-01,-0.019678674,0.470631889580
after_float_fir,11.803869627,0.301129433,30.664426639,8.853399971856e-01,4.499962580207e-01,-0.059806004,0.470245737029
after_fixed_fir,11.803710110,0.301330453,30.664426639,8.853468759203e-01,4.500064456206e-01,-0.059712003,0.470251743192
