tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.419002711967e-02,4.302037124407e-02,4.420467170395e-02,4.420672362237e-02,-0.233002286,0.002878029,0.003281206,-1.466228526834,2.851614147361,-1.455995652620,-1.455995652620,-1.965342632984,1.975575507198,1.975575507198,0.010232874214,0.010232874214
1,3567993164.062500,4.419002711967e-02,4.338055999579e-02,4.421576769042e-02,4.421863474338e-02,-0.160582282,0.005058034,0.005621229,-2.018989483112,2.414636469367,-2.264100807483,-2.264100807483,-1.849559354700,1.604448030329,1.604448030329,-0.245111324371,-0.245111324371
2,3586120605.468750,4.419002711967e-02,4.378803998333e-02,4.427033556889e-02,4.427399409310e-02,-0.079375242,0.015770917,0.016488694,-0.505481743176,4.044804034511,-1.008847734278,-1.008847734278,-1.732899529492,1.229533538390,1.229533538390,-0.503365991102,-0.503365991102
3,3604064941.406250,4.419002711967e-02,4.407071798240e-02,4.423536930371e-02,4.423963472029e-02,-0.023482843,0.008907786,0.009745286,-3.021963840091,1.638890385286,-3.785888860372,-3.785888860372,-1.622331081802,0.858406061521,0.858406061521,-0.763925020281,-0.763925020281
4,3622009277.343750,4.419002711968e-02,4.427782366002e-02,4.419468036750e-02,4.419925853424e-02,0.017239965,0.000914583,0.001814316,-0.730847107533,4.031905326930,-1.764001395598,-1.764001395598,-1.520432872717,0.487278584652,0.487278584652,-1.033154288065,-1.033154288065
5,3639953613.281250,4.419002711967e-02,4.437265043396e-02,4.413681258307e-02,4.414131470578e-02,0.035822047,-0.010466029,-0.009580081,-3.641193369700,1.226968935300,1.343120043083,1.343120043083,-1.415023002179,0.116151107783,0.116151107783,-1.298871894397,-1.298871894397
6,3658081054.687500,4.419002711967e-02,4.440747299258e-02,4.411796492664e-02,4.412195357833e-02,0.042635845,-0.014175940,-0.013390695,-1.874287537636,3.090268742406,2.831505358250,2.831505358250,-1.318629027137,-0.258763384156,-0.258763384156,-1.577392411294,-1.577392411294
7,3676025390.625000,4.419002711967e-02,4.440186822884e-02,4.413993293970e-02,4.414298735505e-02,0.041539511,-0.009851981,-0.009250952,-1.259120606348,3.790807167297,3.160916306272,3.160916306272,-1.233257533534,-0.629890861026,-0.629890861026,-1.863148394560,-1.863148394560
8,3693969726.562500,4.419002711969e-02,4.438629157109e-02,4.419577279548e-02,4.419752547611e-02,0.038491872,0.001129283,0.001473735,-1.417135220509,3.692782133327,2.691763795433,2.691763795433,-1.173267953343,-1.001018337895,-1.001018337895,-2.174286291238,-2.174286291238
9,3712097167.968750,4.419002711966e-02,4.433183892693e-02,4.421243731688e-02,4.421260034234e-02,0.027829571,0.004403780,0.004435808,-0.007447083739,5.133116560121,3.757183730287,3.757183730287,-1.142621663319,-1.375932829834,-1.375932829834,-2.518554493153,-2.518554493153
10,3730041503.906250,4.419002711967e-02,4.435038984964e-02,4.425664686000e-02,4.425509428131e-02,0.031463473,0.013084762,0.012780044,-1.738386515516,3.413619475519,1.666559168816,1.666559168816,-1.131179316146,-1.747060306703,-1.747060306703,-2.878239622848,-2.878239622848
11,3747985839.843750,4.419002711967e-02,4.439598731490e-02,4.425146916906e-02,4.424820066017e-02,0.040389011,0.012068519,0.011426937,-1.351434867327,3.797363893221,1.679176109649,1.679176109649,-1.134386546632,-2.118187783572,-2.118187783572,-3.252574330203,-3.252574330203
