freq_hz,h_db,phase_rad
5500000000.000000,0.000000000,-74.767105431170
5501000000.000000,0.000000000,-74.772436853368
5502000000.000000,0.000000000,-74.775917530407
5503000000.000000,0.000000000,-74.784852931005
5504000000.000000,0.000000000,-74.789265451873
5505000000.000000,0.000000000,-74.802262112090
5506000000.000000,0.000000000,-74.805403848246
5507000000.000000,0.000000000,-74.823093800950
5508000000.000000,0.000000000,-74.824557222548
5509000000.000000,0.000000000,-74.824653320714
5510000000.000000,0.000000000,-74.833149509049
5511000000.000000,0.000000000,-74.845194483652
5512000000.000000,0.000000000,-74.851332938936
5513000000.000000,0.000000000,-74.859583777974
5514000000.000000,0.000000000,-74.860687428229
5515000000.000000,0.000000000,-74.866251488540
5516000000.000000,0.000000000,-74.875943049752
5517000000.000000,0.000000000,-74.880755202276
5518000000.000000,0.000000000,-74.886664302976
5519000000.000000,0.000000000,-74.889607977524
5520000000.000000,0.000000000,-74.896989863081
5521000000.000000,0.000000000,-74.906114718723
5522000000.000000,0.000000000,-74.911966760787
5523000000.000000,0.000000000,-74.917010576645
5524000000.000000,0.000000000,-74.920831451478
5525000000.000000,0.000000000,-74.927565504872
5526000000.000000,0.000000000,-74.935926858817
5527000000.000000,0.000000000,-74.937833452829
5528000000.000000,0.000000000,-74.943551198507
5529000000.000000,0.000000000,-74.956414657665
5530000000.000000,0.000000000,-74.954798751364
5531000000.000000,0.000000000,-74.962096241847
5532000000.000000,0.000000000,-74.971446259735
5533000000.000000,0.000000000,-74.973010945998
5534000000.000000,0.000000000,-74.980321660530
5535000000.000000,0.000000000,-74.981929029905
5536000000.000000,0.000000000,-74.991480858199
5537000000.000000,0.000000000,-74.999026028187
5538000000.000000,0.000000000,-75.005898157525
5539000000.000000,0.000000000,-75.010225641454
5540000000.000000,0.000000000,-75.015240905261
5541000000.000000,0.000000000,-75.025262005079
5542000000.000000,0.000000000,-75.029223439674
5543000000.000000,0.000000000,-75.036313447186
5544000000.000000,0.000000000,-75.045996758597
5545000000.000000,0.000000000,-75.049903787840
5546000000.000000,0.000000000,-75.063605114784
5547000000.000000,0.000000000,-75.066996495396
5548000000.000000,0.000000000,-75.078011742110
5549000000.000000,0.000000000,-75.083660934746
5550000000.000000,0.000000000,-75.093127498377
5551000000.000000,0.000000000,-75.098071963008
5552000000.000000,0.000000000,-75.110441027284
5553000000.000000,0.000000000,-75.114792439473
5554000000.000000,0.000000000,-75.122463700222
5555000000.000000,0.000000000,-75.136157804881
5556000000.000000,0.000000000,-75.146279559589
5557000000.000000,0.000000000,-75.151139804262
5558000000.000000,0.000000000,-75.160311090104
5559000000.000000,0.000000000,-75.172267625299
5560000000.000000,0.000000000,-75.178540104762
5561000000.000000,0.000000000,-75.195471238357
5562000000.000000,0.000000000,-75.202359048799
5563000000.000000,0.000000000,-75.209962910363
5564000000.000000,0.000000000,-75.230243074505
5565000000.000000,0.000000000,-75.232908944403
5566000000.000000,0.000000000,-75.239532440306
5567000000.000000,0.000000000,-75.260996467324
5568000000.000000,0.000000000,-75.267478355522
5569000000.000000,0.000000000,-75.280607299034
5570000000.000000,0.000000000,-75.290840399072
5571000000.000000,0.000000000,-75.302872292581
5572000000.000000,0.000000000,-75.318950442242
5573000000.000000,0.000000000,-75.334459559229
5574000000.000000,0.000000000,-75.346823334834
5575000000.000000,0.000000000,-75.361542761635
5576000000.000000,0.000000000,-75.373629027009
5577000000.000000,0.000000000,-75.383497979915
5578000000.000000,0.000000000,-75.400057929714
5579000000.000000,0.000000000,-75.416867531466
5580000000.000000,0.000000000,-75.430136617462
5581000000.000000,0.000000000,-75.440808080295
5582000000.000000,0.000000000,-75.456670241789
5583000000.000000,0.000000000,-75.474636452575
5584000000.000000,0.000000000,-75.489643793406
