freq_hz,float_abs,fixed_abs,fixed_abs_error_db,float_phase_rad,fixed_phase_rad,phase_error_rad,original_group_delay_ns,float_allpass_group_delay_ns,fixed_allpass_group_delay_ns,float_compensated_group_delay_ns,fixed_compensated_group_delay_ns
5599000000.000000,1.000000000000e+00,1.000000000000e+00,-1.060760213209e-14,-8.084238528848,-8.084622722143,-3.841932941580e-04,4.570214346,9.392316146,9.391674661,13.962530492,13.961889007
5600000000.000000,1.000000000000e+00,1.000000000000e+00,-4.918070079422e-14,-8.143219718382,-8.143599914385,-3.801960034604e-04,4.386831873,9.382260337,9.381629219,13.769092210,13.768461092
5601000000.000000,1.000000000000e+00,1.000000000000e+00,1.060760213209e-13,-8.202139489446,-8.202515751875,-3.762624290378e-04,5.229814738,9.372767120,9.372145916,14.602581858,14.601960654
5602000000.000000,1.000000000000e+00,1.000000000000e+00,5.978830292630e-14,-8.261001383692,-8.261373773413,-3.723897208054e-04,4.543386482,9.363838550,9.363226806,13.907225032,13.906613288
5603000000.000000,1.000000000000e+00,1.000000000000e+00,4.435906346145e-14,-8.319808955042,-8.320177530061,-3.685750190598e-04,4.394472563,9.355476486,9.354873745,13.749949049,13.749346308
5604000000.000000,1.000000000000e+00,1.000000000000e+00,-5.785964799320e-15,-8.378565768489,-8.378930583945,-3.648154561091e-04,4.983661715,9.347682602,9.347088408,14.331344317,14.330750123
5605000000.000000,1.000000000000e+00,1.000000000000e+00,-5.496666559354e-14,-8.437275399002,-8.437636507159,-3.611081577422e-04,4.930786044,9.340458406,9.339872301,14.271244450,14.270658345
5606000000.000000,1.000000000000e+00,1.000000000000e+00,1.504350847823e-13,-8.495941430521,-8.496298880765,-3.574502445076e-04,4.963188485,9.333805252,9.333226778,14.296993737,14.296415263
5607000000.000000,1.000000000000e+00,1.000000000000e+00,4.435906346145e-14,-8.554567455042,-8.554921293875,-3.538388328135e-04,4.777729563,9.327724357,9.327153054,14.105453920,14.104882617
5608000000.000000,1.000000000000e+00,1.000000000000e+00,1.928654933107e-14,-8.613157071784,-8.613507342820,-3.502710358863e-04,4.803655287,9.322216811,9.321652219,14.125872098,14.125307506
5609000000.000000,1.000000000000e+00,1.000000000000e+00,-1.456134474495e-13,-8.671713886433,-8.672060630398,-3.467439645810e-04,4.926581015,9.317283587,9.316725247,14.243864602,14.243306262
5610000000.000000,1.000000000000e+00,1.000000000000e+00,-3.568011626247e-14,-8.730241510459,-8.730584765187,-3.432547280759e-04,4.451640959,9.312925557,9.312373009,13.764566516,13.764013968
5611000000.000000,1.000000000000e+00,1.000000000000e+00,5.207368319388e-14,-8.788743560492,-8.789083360927,-3.398004344071e-04,4.745334689,9.309143499,9.308596282,14.054478188,14.053930971
5612000000.000000,1.000000000000e+00,1.000000000000e+00,1.157192959864e-14,-8.847223657769,-8.847560035960,-3.363781909194e-04,5.373652556,9.305938104,9.305395757,14.679590660,14.679048313
5613000000.000000,1.000000000000e+00,1.000000000000e+00,1.735789439796e-14,-8.905685427622,-8.906018412727,-3.329851046097e-04,4.899014785,9.303309989,9.302772052,14.202324774,14.201786837
5614000000.000000,1.000000000000e+00,1.000000000000e+00,5.207368319388e-14,-8.964132499029,-8.964462117312,-3.296182823700e-04,4.985588094,9.301259700,9.300725714,14.286847794,14.286313808
5615000000.000000,1.000000000000e+00,1.000000000000e+00,3.664444372902e-14,-9.022568504199,-9.022894779030,-3.262748311705e-04,5.284993364,9.299787723,9.299257226,14.584781087,14.584250590
5616000000.000000,1.000000000000e+00,1.000000000000e+00,3.857309866213e-15,-9.080997078196,-9.081320030054,-3.229518581378e-04,5.075359704,9.298894485,9.298367017,14.374254189,14.373726721
5617000000.000000,1.000000000000e+00,1.000000000000e+00,2.314385919728e-14,-9.139421858606,-9.139741505076,-3.196464705777e-04,4.843382788,9.298580362,9.298055463,14.141963150,14.141438251
5618000000.000000,1.000000000000e+00,1.000000000000e+00,6.557426772562e-14,-9.197846485218,-9.198162840994,-3.163557759738e-04,5.268673508,9.298845683,9.298322892,14.567519191,14.566996400
5619000000.000000,1.000000000000e+00,1.000000000000e+00,5.785964799320e-14,-9.256274599743,-9.256587676625,-3.130768819108e-04,5.483562437,9.299690730,9.299169587,14.783253167,14.782732024
5620000000.000000,1.000000000000e+00,1.000000000000e+00,-4.918070079422e-14,-9.314709845536,-9.315019652432,-3.098068959630e-04,4.743083847,9.301115747,9.300595791,14.044199594,14.043679638
5621000000.000000,1.000000000000e+00,1.000000000000e+00,4.435906346145e-14,-9.373155867343,-9.373462410269,-3.065429255624e-04,5.236743912,9.303120933,9.302601705,14.539864845,14.539345617
5622000000.000000,1.000000000000e+00,1.000000000000e+00,-7.039590505839e-14,-9.431616311053,-9.431919593131,-3.032820778639e-04,5.342265855,9.305706452,9.305187490,14.647972307,14.647453345
5623000000.000000,1.000000000000e+00,1.000000000000e+00,1.350058453175e-14,-9.490094823447,-9.490394844907,-3.000214595659e-04,4.761574817,9.308872425,9.308353270,14.070447242,14.069928087
5624000000.000000,1.000000000000e+00,1.000000000000e+00,-7.618186985771e-14,-9.548595051951,-9.548891810128,-2.967581767717e-04,4.935410820,9.312618936,9.312099126,14.248029756,14.247509946
5625000000.000000,1.000000000000e+00,1.000000000000e+00,-6.653859519218e-14,-9.607120644382,-9.607414133717,-2.934893348119e-04,5.086236784,9.316946024,9.316425099,14.403182808,14.402661883
5626000000.000000,1.000000000000e+00,1.000000000000e+00,-2.410818666383e-14,-9.665675248679,-9.665965460717,-2.902120381361e-04,4.736678032,9.321853686,9.321331185,14.058531718,14.058009217
5627000000.000000,1.000000000000e+00,1.000000000000e+00,-7.714619732426e-14,-9.724262512616,-9.724549436006,-2.869233901936e-04,4.908503841,9.327341873,9.326817334,14.235845714,14.235321175
5628000000.000000,1.000000000000e+00,1.000000000000e+00,-3.568011626247e-14,-9.782886083497,-9.783169703990,-2.836204933594e-04,5.293550638,9.333410481,9.332883444,14.626961119,14.626434082
5629000000.000000,1.000000000000e+00,1.000000000000e+00,1.735789439796e-14,-9.841549607820,-9.841829908269,-2.803004488925e-04,5.035932564,9.340059355,9.339529358,14.375991919,14.375461922
5630000000.000000,1.000000000000e+00,1.000000000000e+00,1.022187114546e-13,-9.900256730912,-9.900533691269,-2.769603570041e-04,5.067434585,9.347288275,9.346754856,14.414722860,14.414189441
5631000000.000000,1.000000000000e+00,1.000000000000e+00,1.253625706519e-13,-9.959011096520,-9.959284693837,-2.735973168910e-04,5.023200287,9.355096954,9.354559652,14.378297241,14.377759939
5632000000.000000,1.000000000000e+00,1.000000000000e+00,-5.785964799320e-14,-10.017816346365,-10.018086554792,-2.702084269259e-04,5.138062976,9.363485030,9.362943383,14.501548006,14.501006359
5633000000.000000,1.000000000000e+00,1.000000000000e+00,5.400233812698e-14,-10.076676119646,-10.076942910431,-2.667907848917e-04,5.347404367,9.372452058,9.371905604,14.719856425,14.719309971
