tap_index,coeff_float
0,1.134675613683538004e-01
1,5.112106709226391099e-02
2,8.083161627188673037e-02
3,-1.336856266222833656e-01
4,4.021305771901072940e-02
5,-5.558109027750847073e-03
6,5.286400750076187399e-02
7,-4.156305537590576638e-02
8,-4.071276807778448359e-02
9,7.575247239576189673e-02
10,-3.212561933816866777e-02
11,-2.791437049427735254e-03
12,-1.273636727352666850e-02
13,1.921791417514313177e-02
14,2.234422372897139700e-02
15,-5.985231653931605972e-02
16,3.900941638348589396e-02
17,1.059378628608423183e-02
18,-2.770583806884316033e-02
19,1.166221013843985257e-02
20,-8.349492514697218898e-03
21,2.713823362494437869e-02
22,-2.759477713203409635e-02
23,-9.504630313168355854e-03
24,4.538762463528815683e-02
25,-3.798444391791450797e-02
26,1.626544617666558041e-03
27,1.760142351463210922e-02
28,-9.182127467106679722e-03
29,5.835011590116474106e-03
30,-2.431202314839140885e-02
31,3.385551329776991664e-02
32,-3.343967775315249275e-03
33,-4.345277427584018359e-02
34,5.216947504657785256e-02
35,-1.270639758677944917e-02
36,-2.465936567702699256e-02
37,2.077543746455732046e-02
38,-3.915794827344363377e-03
39,2.188738492560922400e-02
40,-5.501293974629927613e-02
41,2.834245093378811448e-02
42,7.229039035141315850e-02
43,-1.426218309365669124e-01
44,7.097413896419084434e-02
45,1.031255200638840769e-01
46,-2.005022716358329515e-01
47,1.016800247580134237e-01
48,1.016800247580134237e-01
49,-2.005022716358329515e-01
50,1.031255200638840769e-01
51,7.097413896419084434e-02
52,-1.426218309365669124e-01
53,7.229039035141315850e-02
54,2.834245093378811448e-02
55,-5.501293974629927613e-02
56,2.188738492560922400e-02
57,-3.915794827344363377e-03
58,2.077543746455732046e-02
59,-2.465936567702699256e-02
60,-1.270639758677944917e-02
61,5.216947504657785256e-02
62,-4.345277427584018359e-02
63,-3.343967775315249275e-03
64,3.385551329776991664e-02
65,-2.431202314839140885e-02
66,5.835011590116474106e-03
67,-9.182127467106679722e-03
68,1.760142351463210922e-02
69,1.626544617666558041e-03
70,-3.798444391791450797e-02
71,4.538762463528815683e-02
72,-9.504630313168355854e-03
73,-2.759477713203409635e-02
74,2.713823362494437869e-02
75,-8.349492514697218898e-03
76,1.166221013843985257e-02
77,-2.770583806884316033e-02
78,1.059378628608423183e-02
79,3.900941638348589396e-02
80,-5.985231653931605972e-02
81,2.234422372897139700e-02
82,1.921791417514313177e-02
83,-1.273636727352666850e-02
84,-2.791437049427735254e-03
85,-3.212561933816866777e-02
86,7.575247239576189673e-02
87,-4.071276807778448359e-02
88,-4.156305537590576638e-02
89,5.286400750076187399e-02
90,-5.558109027750847073e-03
91,4.021305771901072940e-02
92,-1.336856266222833656e-01
93,8.083161627188673037e-02
94,5.112106709226391099e-02
95,1.134675613683538004e-01
