tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
0,1.134675613683538004e-01,930,1.135253906250000000e-01,5.782925664619964490e-05,0
1,5.112106709226391099e-02,419,5.114746093750000000e-02,2.639384523608900857e-05,0
2,8.083161627188673037e-02,662,8.081054687500000000e-02,-2.106939688673037381e-05,0
3,-1.336856266222833656e-01,-1095,-1.336669921875000000e-01,1.863443478336557213e-05,0
4,4.021305771901072940e-02,329,4.016113281250000000e-02,-5.192490651072939611e-05,0
5,-5.558109027750847073e-03,-46,-5.615234375000000000e-03,-5.712534724915292739e-05,0
6,5.286400750076187399e-02,433,5.285644531250000000e-02,-7.562188261873992179e-06,0
7,-4.156305537590576638e-02,-340,-4.150390625000000000e-02,5.914912590576637541e-05,0
8,-4.071276807778448359e-02,-334,-4.077148437500000000e-02,-5.871629721551641090e-05,0
9,7.575247239576189673e-02,621,7.580566406250000000e-02,5.319166673810327151e-05,0
10,-3.212561933816866777e-02,-263,-3.210449218750000000e-02,2.112715066866777125e-05,0
11,-2.791437049427735254e-03,-23,-2.807617187500000000e-03,-1.618013807226474643e-05,0
12,-1.273636727352666850e-02,-104,-1.269531250000000000e-02,4.105477352666850321e-05,0
13,1.921791417514313177e-02,157,1.916503906250000000e-02,-5.287511264313177195e-05,0
14,2.234422372897139700e-02,183,2.233886718750000000e-02,-5.356541471396997212e-06,0
15,-5.985231653931605972e-02,-490,-5.981445312500000000e-02,3.786341431605971808e-05,0
16,3.900941638348589396e-02,320,3.906250000000000000e-02,5.308361651410603566e-05,0
17,1.059378628608423183e-02,87,1.062011718750000000e-02,2.633090141576817367e-05,0
18,-2.770583806884316033e-02,-227,-2.770996093750000000e-02,-4.122868656839667745e-06,0
19,1.166221013843985257e-02,96,1.171875000000000000e-02,5.653986156014742526e-05,0
20,-8.349492514697218898e-03,-68,-8.300781250000000000e-03,4.871126469721889785e-05,0
21,2.713823362494437869e-02,222,2.709960937500000000e-02,-3.862424994437868575e-05,0
22,-2.759477713203409635e-02,-226,-2.758789062500000000e-02,6.886507034096350788e-06,0
23,-9.504630313168355854e-03,-78,-9.521484375000000000e-03,-1.685406183164414595e-05,0
24,4.538762463528815683e-02,372,4.541015625000000000e-02,2.253161471184317310e-05,0
25,-3.798444391791450797e-02,-311,-3.796386718750000000e-02,2.057673041450797102e-05,0
26,1.626544617666558041e-03,13,1.586914062500000000e-03,-3.963055516655804127e-05,0
27,1.760142351463210922e-02,144,1.757812500000000000e-02,-2.329851463210921847e-05,0
28,-9.182127467106679722e-03,-75,-9.155273437500000000e-03,2.685402960667972183e-05,0
29,5.835011590116474106e-03,48,5.859375000000000000e-03,2.436340988352589387e-05,0
30,-2.431202314839140885e-02,-199,-2.429199218750000000e-02,2.003096089140884994e-05,0
31,3.385551329776991664e-02,277,3.381347656250000000e-02,-4.203673526991663634e-05,0
32,-3.343967775315249275e-03,-27,-3.295898437500000000e-03,4.806933781524927451e-05,0
33,-4.345277427584018359e-02,-356,-4.345703125000000000e-02,-4.256974159816406811e-06,0
34,5.216947504657785256e-02,427,5.212402343750000000e-02,-4.545160907785256166e-05,0
35,-1.270639758677944917e-02,-104,-1.269531250000000000e-02,1.108508677944916587e-05,0
36,-2.465936567702699256e-02,-202,-2.465820312500000000e-02,1.162552026992558218e-06,0
37,2.077543746455732046e-02,170,2.075195312500000000e-02,-2.348433955732046052e-05,0
38,-3.915794827344363377e-03,-32,-3.906250000000000000e-03,9.544827344363376875e-06,0
39,2.188738492560922400e-02,179,2.185058593750000000e-02,-3.679898810922399566e-05,0
40,-5.501293974629927613e-02,-451,-5.505371093750000000e-02,-4.077119120072386638e-05,0
41,2.834245093378811448e-02,232,2.832031250000000000e-02,-2.213843378811447549e-05,0
42,7.229039035141315850e-02,592,7.226562500000000000e-02,-2.476535141315849842e-05,0
43,-1.426218309365669124e-01,-1168,-1.425781250000000000e-01,4.370593656691235118e-05,0
44,7.097413896419084434e-02,581,7.092285156250000000e-02,-5.128740169084433642e-05,0
45,1.031255200638840769e-01,845,1.031494140625000000e-01,2.389399861592311769e-05,0
46,-2.005022716358329515e-01,-1643,-2.005615234375000000e-01,-5.925180166704846485e-05,0
47,1.016800247580134237e-01,833,1.016845703125000000e-01,4.545554486576341979e-06,0
48,1.016800247580134237e-01,833,1.016845703125000000e-01,4.545554486576341979e-06,0
49,-2.005022716358329515e-01,-1643,-2.005615234375000000e-01,-5.925180166704846485e-05,0
50,1.031255200638840769e-01,845,1.031494140625000000e-01,2.389399861592311769e-05,0
51,7.097413896419084434e-02,581,7.092285156250000000e-02,-5.128740169084433642e-05,0
52,-1.426218309365669124e-01,-1168,-1.425781250000000000e-01,4.370593656691235118e-05,0
53,7.229039035141315850e-02,592,7.226562500000000000e-02,-2.476535141315849842e-05,0
54,2.834245093378811448e-02,232,2.832031250000000000e-02,-2.213843378811447549e-05,0
55,-5.501293974629927613e-02,-451,-5.505371093750000000e-02,-4.077119120072386638e-05,0
56,2.188738492560922400e-02,179,2.185058593750000000e-02,-3.679898810922399566e-05,0
57,-3.915794827344363377e-03,-32,-3.906250000000000000e-03,9.544827344363376875e-06,0
58,2.077543746455732046e-02,170,2.075195312500000000e-02,-2.348433955732046052e-05,0
59,-2.465936567702699256e-02,-202,-2.465820312500000000e-02,1.162552026992558218e-06,0
60,-1.270639758677944917e-02,-104,-1.269531250000000000e-02,1.108508677944916587e-05,0
61,5.216947504657785256e-02,427,5.212402343750000000e-02,-4.545160907785256166e-05,0
62,-4.345277427584018359e-02,-356,-4.345703125000000000e-02,-4.256974159816406811e-06,0
63,-3.343967775315249275e-03,-27,-3.295898437500000000e-03,4.806933781524927451e-05,0
64,3.385551329776991664e-02,277,3.381347656250000000e-02,-4.203673526991663634e-05,0
65,-2.431202314839140885e-02,-199,-2.429199218750000000e-02,2.003096089140884994e-05,0
66,5.835011590116474106e-03,48,5.859375000000000000e-03,2.436340988352589387e-05,0
67,-9.182127467106679722e-03,-75,-9.155273437500000000e-03,2.685402960667972183e-05,0
68,1.760142351463210922e-02,144,1.757812500000000000e-02,-2.329851463210921847e-05,0
69,1.626544617666558041e-03,13,1.586914062500000000e-03,-3.963055516655804127e-05,0
70,-3.798444391791450797e-02,-311,-3.796386718750000000e-02,2.057673041450797102e-05,0
71,4.538762463528815683e-02,372,4.541015625000000000e-02,2.253161471184317310e-05,0
72,-9.504630313168355854e-03,-78,-9.521484375000000000e-03,-1.685406183164414595e-05,0
73,-2.759477713203409635e-02,-226,-2.758789062500000000e-02,6.886507034096350788e-06,0
74,2.713823362494437869e-02,222,2.709960937500000000e-02,-3.862424994437868575e-05,0
75,-8.349492514697218898e-03,-68,-8.300781250000000000e-03,4.871126469721889785e-05,0
76,1.166221013843985257e-02,96,1.171875000000000000e-02,5.653986156014742526e-05,0
