subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,2.525904782853e+02,-1.082530621223e+02,2.789510226435e+02,3.682206106944e+01,2.770300082593e+02,3.652040356877e+01,2.769891170141e+02,3.651676076608e+01
1,19389,3550231933.593750,3.608435404076e+01,-1.082530621223e+02,8.834123317207e+01,-7.644895804671e+01,8.772277813018e+01,-7.593993266379e+01,8.771036058542e+01,-7.592823135464e+01
2,19390,3550415039.062500,-2.525904782853e+02,1.804217702038e+02,-3.166419211609e+02,2.698168476095e+01,-3.144843802373e+02,2.685187358574e+01,-3.144382995637e+02,2.684597459060e+01
3,19391,3550598144.531250,-1.804217702038e+02,1.082530621223e+02,-2.153949080471e+02,1.211106262118e+00,-2.139419386453e+02,1.239433442916e+00,-2.139104558955e+02,1.237924276022e+00
4,19392,3550781250.000000,2.525904782853e+02,3.608435404076e+01,2.037139674276e+02,1.634752320543e+02,2.023788294631e+02,1.623470710477e+02,2.023480070821e+02,1.623244081739e+02
5,19393,3550964355.468750,-3.608435404076e+01,-2.525904782853e+02,9.978389387619e+01,-2.413714773217e+02,9.908089636842e+01,-2.397868142763e+02,9.906777292077e+01,-2.397508409127e+02
6,19394,3551147460.937500,-1.804217702038e+02,-1.804217702038e+02,-6.510211278088e+01,-2.529361548528e+02,-6.471656044030e+01,-2.512606314175e+02,-6.470545051307e+01,-2.512239482178e+02
7,19395,3551330566.406250,1.804217702038e+02,2.525904782853e+02,2.766773052724e+01,3.165300446331e+02,2.754081174644e+01,3.144596509865e+02,2.753479312334e+01,3.144133673400e+02
8,19396,3551513671.875000,2.525904782853e+02,3.608435404076e+01,2.039773002828e+02,1.631145252832e+02,2.026848954402e+02,1.620243503488e+02,2.026539213434e+02,1.620016500826e+02
9,19397,3551696777.343750,3.608435404076e+01,2.525904782853e+02,-9.937442485393e+01,2.415302528012e+02,-9.869579605149e+01,2.399971825429e+02,-9.868267783683e+01,2.399610520138e+02
10,19398,3551879882.812500,-3.608435404076e+01,1.804217702038e+02,-1.254821677116e+02,1.404423193134e+02,-1.246599687236e+02,1.395700092859e+02,-1.246423684842e+02,1.395485618502e+02
11,19399,3552062988.281250,-1.082530621223e+02,3.608435404076e+01,-1.142519051207e+02,-2.426921061050e+01,-1.135352942444e+02,-2.409674848198e+01,-1.135183117725e+02,-2.409387990856e+01
12,19400,3552246093.750000,-1.082530621223e+02,1.804217702038e+02,-1.889416778376e+02,1.033888678033e+02,-1.877425367440e+02,1.027743177523e+02,-1.877153138304e+02,1.027579021884e+02
13,19401,3552429199.218750,-3.608435404076e+01,3.608435404076e+01,-5.052242619951e+01,1.328243610467e+01,-5.020695742822e+01,1.320865581352e+01,-5.019958212937e+01,1.320638258804e+01
14,19402,3552612304.687500,1.082530621223e+02,1.082530621223e+02,4.005683015315e+01,1.515185770581e+02,3.983635613681e+01,1.505806550477e+02,3.982950015255e+01,1.505585163635e+02
15,19403,3552795410.156250,1.804217702038e+02,-1.082530621223e+02,2.153815456351e+02,-3.198529184125e+00,2.140690834685e+02,-3.215563905032e+00,2.140372508212e+02,-3.213757923351e+00
16,19404,3552978515.625000,-3.608435404076e+01,-3.608435404076e+01,-1.349189917776e+01,-5.047343505084e+01,-1.341900639710e+01,-5.016643815670e+01,-1.341669681935e+01,-5.015905014087e+01
17,19405,3553161621.093750,3.608435404076e+01,1.082530621223e+02,-2.345650221134e+01,1.144381903837e+02,-2.329675798215e+01,1.137574882833e+02,-2.329399077536e+01,1.137403869114e+02
18,19406,3553344726.562500,2.525904782853e+02,-1.082530621223e+02,2.793262698476e+02,3.336877724426e+01,2.776758114335e+02,3.312356796038e+01,2.776341782673e+02,3.312034806671e+01
19,19407,3553527832.031250,1.082530621223e+02,1.804217702038e+02,3.609575925278e+00,2.153379126726e+02,3.624887475663e+00,2.140721812400e+02,3.623018642881e+00,2.140402368714e+02
