stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,11.968659154,1.681453013,-8.835573361,8.892649414507e-01,4.524233992479e-01,-0.019678674,0.470631889580
after_float_fir,11.806531485,0.263230874,38.664426639,8.852868384662e-01,4.499574030334e-01,-0.060374455,0.470235112386
after_fixed_fir,11.807284003,0.265227122,38.664426639,8.850047896124e-01,4.498098389505e-01,-0.063158873,0.470231332436
