subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,1.766868750846e+02,-1.060121250507e+02,1.713580529474e+02,-1.051578294270e+02,1.769104543995e+02,-1.084685836824e+02,1.768549846203e+02,-1.084336538531e+02
1,19389,3550231933.593750,3.533737501691e+01,1.060121250507e+02,3.550495369986e+01,1.030917553689e+02,3.660048144271e+01,1.064098311242e+02,3.658846913448e+01,1.063762146619e+02
2,19390,3550415039.062500,2.473616251184e+02,3.533737501691e+01,2.416839496748e+02,3.209725916393e+01,2.493897802515e+02,3.322134822722e+01,2.493102082654e+02,3.321170750280e+01
3,19391,3550598144.531250,-3.533737501691e+01,1.766868750846e+02,-3.278829969013e+01,1.727246856331e+02,-3.390273225908e+01,1.782094374376e+02,-3.389255984347e+01,1.781522983482e+02
4,19392,3550781250.000000,-1.060121250507e+02,1.060121250507e+02,-1.024244486879e+02,1.044378513860e+02,-1.057167003296e+02,1.077092976093e+02,-1.056831453616e+02,1.076742960299e+02
5,19393,3550964355.468750,1.060121250507e+02,-2.473616251184e+02,1.010969414964e+02,-2.423370382624e+02,1.043927866427e+02,-2.499582718471e+02,1.043600543572e+02,-2.498772415608e+02
6,19394,3551147460.937500,-1.766868750846e+02,3.533737501691e+01,-1.720712016125e+02,3.614424377390e+01,-1.775085741635e+02,3.721285276516e+01,-1.774512130818e+02,3.720012736737e+01
7,19395,3551330566.406250,-1.766868750846e+02,-2.473616251184e+02,-1.747566599562e+02,-2.397389398555e+02,-1.801472305960e+02,-2.473400734534e+02,-1.800876983943e+02,-2.472603003866e+02
8,19396,3551513671.875000,1.766868750846e+02,-2.473616251184e+02,1.701294419577e+02,-2.430981296851e+02,1.755542442820e+02,-2.506378787362e+02,1.754978531821e+02,-2.505553539335e+02
9,19397,3551696777.343750,-1.766868750846e+02,1.060121250507e+02,-1.714845977436e+02,1.051482835523e+02,-1.768772100630e+02,1.083582991800e+02,-1.768196132251e+02,1.083220950687e+02
10,19398,3551879882.812500,1.060121250507e+02,2.473616251184e+02,1.058259515840e+02,2.405133074346e+02,1.090176779576e+02,2.480341487975e+02,1.089808434894e+02,2.479528883332e+02
11,19399,3552062988.281250,-2.473616251184e+02,-1.766868750846e+02,-2.431453228909e+02,-1.702648219970e+02,-2.506093421284e+02,-1.756398094426e+02,-2.505258247262e+02,-1.755826883127e+02
12,19400,3552246093.750000,3.533737501691e+01,3.533737501691e+01,3.480116543236e+01,3.420824243733e+01,3.586178383099e+01,3.527877907413e+01,3.584974666731e+01,3.526720424984e+01
13,19401,3552429199.218750,-2.473616251184e+02,-1.060121250507e+02,-2.423443750986e+02,-1.016221071054e+02,-2.497604795218e+02,-1.048484412717e+02,-2.496768473953e+02,-1.048144429288e+02
14,19402,3552612304.687500,-3.533737501691e+01,-3.533737501691e+01,-3.474899835683e+01,-3.426065394682e+01,-3.580065345960e+01,-3.532555391358e+01,-3.578854154591e+01,-3.531386972550e+01
15,19403,3552795410.156250,-3.533737501691e+01,-3.533737501691e+01,-3.472288521295e+01,-3.428682987769e+01,-3.577007031621e+01,-3.534890652275e+01,-3.575792126808e+01,-3.533716768304e+01
16,19404,3552978515.625000,1.060121250507e+02,-1.766868750846e+02,1.025551912728e+02,-1.730999953136e+02,1.057494687119e+02,-1.783301372254e+02,1.057144808518e+02,-1.782695996665e+02
17,19405,3553161621.093750,-2.473616251184e+02,-1.060121250507e+02,-2.420747830956e+02,-1.023313229042e+02,-2.493802984222e+02,-1.055362045286e+02,-2.492954729830e+02,-1.055014180156e+02
18,19406,3553344726.562500,-2.473616251184e+02,-2.473616251184e+02,-2.426468625043e+02,-2.405421545122e+02,-2.498877351645e+02,-2.479168844612e+02,-2.498018712262e+02,-2.478335713755e+02
19,19407,3553527832.031250,3.533737501691e+01,1.766868750846e+02,3.516751778231e+01,1.724604540107e+02,3.615702421529e+01,1.776730234598e+02,3.614401699647e+01,1.776125425888e+02
20,19408,3553710937.500000,-3.533737501691e+01,-1.766868750846e+02,-3.506981399180e+01,-1.725036830202e+02,-3.605268400389e+01,-1.776994076678e+02,-3.603966501506e+01,-1.776386844154e+02
21,19409,3553894042.968750,-3.533737501691e+01,-2.473616251184e+02,-3.515003281730e+01,-2.416011918093e+02,-3.610339641786e+01,-2.488470526088e+02,-3.609004396111e+01,-2.487616367714e+02
22,19410,3554077148.437500,2.473616251184e+02,1.060121250507e+02,2.419339054544e+02,1.030560488429e+02,2.491079024657e+02,1.062287349466e+02,2.490215335865e+02,1.061930165550e+02
23,19411,3554260253.906250,1.060121250507e+02,-1.766868750846e+02,1.032185981518e+02,-1.728625616987e+02,1.063570974263e+02,-1.779582267808e+02,1.063209271258e+02,-1.778961790915e+02
24,19412,3554443359.375000,-1.060121250507e+02,2.473616251184e+02,-1.030876524117e+02,2.419051702302e+02,-1.062396776832e+02,2.490276858679e+02,-1.062036782249e+02,2.489406953739e+02
