tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.419002711967e-02,4.302037124407e-02,4.426894633604e-02,4.420133536133e-02,-0.233002286,0.015498344,0.002222438,-1.466228526834,2.851614147361,0.848043490784,0.848043490784,-1.965342632984,-2.003570656577,-2.003570656577,2.314272017618,2.314272017618
1,3567993164.062500,4.419002711967e-02,4.338055999579e-02,4.417111467996e-02,4.411120288844e-02,-0.160582282,-0.003718181,-0.015507344,-2.018989483112,2.414636469367,0.115103394528,0.115103394528,-1.849559354700,-2.299533074840,-2.299533074840,2.134092877639,2.134092877639
2,3586120605.468750,4.419002711967e-02,4.378803998333e-02,4.415826082546e-02,4.410826508553e-02,-0.079375242,-0.006246155,-0.016085842,-0.505481743176,4.044804034511,1.446288516733,1.446288516733,-1.732899529492,-2.598515517779,-2.598515517779,1.951770259909,1.951770259909
3,3604064941.406250,4.419002711967e-02,4.407071798240e-02,4.412299103346e-02,4.408464397521e-02,-0.023482843,-0.013186463,-0.020738606,-3.021963840091,1.638890385286,-1.255587550755,-1.255587550755,-1.622331081802,-2.894477936041,-2.894477936041,1.766376289336,1.766376289336
4,3622009277.343750,4.419002711968e-02,4.427782366002e-02,4.413538277062e-02,4.410979319251e-02,0.017239965,-0.010747413,-0.015784930,-0.730847107533,4.031905326930,0.841464972626,0.841464972626,-1.520432872717,-3.190440354304,-3.190440354304,1.572312080158,1.572312080158
5,3639953613.281250,4.419002711967e-02,4.437265043396e-02,4.415315410645e-02,4.414069424216e-02,0.035822047,-0.007250700,-0.009702173,-3.641193369700,1.226968935300,-2.259433837267,-2.259433837267,-1.415023002179,-3.486402772567,-3.486402772567,1.381759532433,1.381759532433
6,3658081054.687500,4.419002711967e-02,4.440747299258e-02,4.420025693228e-02,4.420060301168e-02,0.042635845,0.002010516,0.002078524,-1.874287537636,3.090268742406,-0.695116473099,-0.695116473099,-1.318629027137,-3.785385215506,-3.785385215506,1.179171064537,1.179171064537
7,3676025390.625000,4.419002711967e-02,4.440186822884e-02,4.425400813418e-02,4.426581893273e-02,0.041539511,0.012566865,0.014884703,-1.259120606348,3.790807167297,-0.290540466471,-0.290540466471,-1.233257533534,-4.081347633768,-4.081347633768,0.968580139877,0.968580139877
8,3693969726.562500,4.419002711969e-02,4.438629157109e-02,4.430027523541e-02,4.432168666411e-02,0.038491872,0.021643128,0.025840221,-1.417135220509,3.692782133327,-0.684527918704,-0.684527918704,-1.173267953343,-4.377310052031,-4.377310052031,0.732607301805,0.732607301805
9,3712097167.968750,4.419002711966e-02,4.433183892693e-02,4.427181946943e-02,4.430047268257e-02,0.027829571,0.016062055,0.021681841,-0.007447083739,5.133116560121,0.456824065151,0.456824065151,-1.142621663319,-4.676292494970,-4.676292494970,0.464271148890,0.464271148890
10,3730041503.906250,4.419002711967e-02,4.435038984964e-02,4.425314054749e-02,4.428621651244e-02,0.031463473,0.012396579,0.018886217,-1.738386515516,3.413619475519,-1.558635437714,-1.558635437714,-1.131179316146,-4.972254913232,-4.972254913232,0.179751077802,0.179751077802
11,3747985839.843750,4.419002711967e-02,4.439598731490e-02,4.418723511117e-02,4.422177471223e-02,0.040389011,-0.000548808,0.006237993,-1.351434867327,3.797363893221,-1.470853438274,-1.470853438274,-1.134386546632,-5.268217331495,-5.268217331495,-0.119418570947,-0.119418570947
12,3765930175.781250,4.419002711967e-02,4.454429406481e-02,4.415264398964e-02,4.418572044276e-02,0.069356251,-0.007351051,-0.000846552,1.062050447942,6.217797481904,0.653617732146,0.653617732146,-1.127438273218,-5.564179749758,-5.564179749758,-0.408432715797,-0.408432715797
13,3784057617.187500,4.419002711967e-02,4.470148715629e-02,4.406991011387e-02,4.409861618739e-02,0.099954073,-0.023642068,-0.017986131,2.781448782397,7.963930618127,2.100768425431,2.100768425431,-1.100703471449,-5.863162192697,-5.863162192697,-0.680680356966,-0.680680356966
14,3802001953.125000,4.419002711968e-02,4.499117607087e-02,4.409190274489e-02,4.411382035610e-02,0.156061554,-0.019308546,-0.014991956,4.613383633905,9.852405989993,3.693281379034,3.693281379034,-1.044162951092,-6.159124610959,-6.159124610959,-0.920102254871,-0.920102254871
15,3819946289.062500,4.419002711968e-02,4.523882880152e-02,4.407607335905e-02,4.408913216666e-02,0.203741695,-0.022427417,-0.019854353,6.528401971383,11.865061481082,5.409974451860,5.409974451860,-0.946525797481,-6.455087029222,-6.455087029222,-1.118427519523,-1.118427519523
16,3837890625.000000,4.419002711967e-02,4.552897511213e-02,4.413711608903e-02,4.413991274028e-02,0.259272121,-0.010406301,-0.009855956,4.099669994766,9.567921086097,2.816871638612,2.816871638612,-0.814934215848,-6.751049447485,-6.751049447485,-1.282798356154,-1.282798356154
17,3856018066.406250,4.419002711967e-02,4.575711547102e-02,4.419979729493e-02,4.419154122419e-02,0.302687413,0.001920191,0.000297604,6.986648854046,12.619852430996,5.569820540572,5.569820540572,-0.649981730230,-7.050031890424,-7.050031890424,-1.416828313474,-1.416828313474
18,3873962402.343750,4.419002711967e-02,4.592434615368e-02,4.428788228987e-02,4.426884216905e-02,0.334374274,0.019212921,0.015477905,8.798907696722,14.605280784412,7.259286475726,7.259286475726,-0.476812219489,-7.345994308686,-7.345994308686,-1.539621220996,-1.539621220996
19,3891906738.281250,4.419002711967e-02,4.594363421894e-02,4.432333992684e-02,4.429454670355e-02,0.338021551,0.026164211,0.020519870,7.319283157571,13.292057744588,5.650101017639,5.650101017639,-0.310410720162,-7.641956726949,-7.641956726949,-1.669182139932,-1.669182139932
20,3910034179.687500,4.419002711967e-02,4.587309510768e-02,4.435928918037e-02,4.432244279091e-02,0.324675507,0.033206205,0.025988401,8.993349922814,15.113980411711,7.173041241824,7.173041241824,-0.162554818282,-7.940939169888,-7.940939169888,-1.820308680990,-1.820308680990
21,3927978515.625000,4.419002711967e-02,4.566653542015e-02,4.433356575518e-02,4.429118013065e-02,0.285475924,0.028167900,0.019859681,9.141030436148,15.374532243260,7.137630655110,7.137630655110,-0.049683500068,-8.236901588150,-8.236901588150,-2.003399781038,-2.003399781038
22,3945922851.562500,4.419002711968e-02,4.541714237150e-02,4.431452152524e-02,4.426933999680e-02,0.237910740,0.024435928,0.015575582,9.581480601262,15.897540932132,7.364676925719,7.364676925719,0.032875023691,-8.532864006413,-8.532864006413,-2.216803675543,-2.216803675543
23,3963867187.500000,4.419002711968e-02,4.504312299972e-02,4.419678530258e-02,4.415179892288e-02,0.166084519,0.001328271,-0.007517298,6.854398678866,13.221538659602,4.392712234926,4.392712234926,0.083954673556,-8.828826424676,-8.828826424676,-2.461686443940,-2.461686443940
