tap_index,coeff_float
0,-6.002061699459896316e-01
1,-3.300069058189687987e-01
2,-8.152912172509984012e-01
3,1.043839395770187473e+00
4,-4.235244540053753615e-01
5,8.185153463109791083e-01
6,-1.346926925648668227e+00
7,8.164858640697375547e-01
8,-1.539720741895977407e-01
9,1.959279696714796293e-01
10,-1.623236073098555388e-01
11,-4.697690575225572651e-01
12,8.866660038719131887e-01
13,-5.596802729305749846e-01
14,1.533485894615511380e-01
15,-1.592744702896739251e-01
16,8.441968711724995300e-02
17,3.989476711200452552e-01
18,-7.228343638816875361e-01
19,4.562624393356681241e-01
20,-5.700476885586892167e-02
21,-1.266704348251546097e-02
22,5.330531427956698709e-02
23,-3.900555334664573826e-01
24,6.331346274635553106e-01
25,-3.647388055909081550e-01
26,-6.578539227260864208e-02
27,1.572106112476250595e-01
28,-1.357391349943224690e-01
29,4.355600362962180894e-01
30,-7.325391952934181550e-01
31,3.877393296360147068e-01
32,3.877393296360147068e-01
33,-7.325391952934181550e-01
34,4.355600362962180894e-01
35,-1.357391349943224690e-01
36,1.572106112476250595e-01
37,-6.578539227260864208e-02
38,-3.647388055909081550e-01
39,6.331346274635553106e-01
40,-3.900555334664573826e-01
41,5.330531427956698709e-02
42,-1.266704348251546097e-02
43,-5.700476885586892167e-02
44,4.562624393356681241e-01
45,-7.228343638816875361e-01
46,3.989476711200452552e-01
47,8.441968711724995300e-02
48,-1.592744702896739251e-01
49,1.533485894615511380e-01
50,-5.596802729305749846e-01
51,8.866660038719131887e-01
52,-4.697690575225572651e-01
53,-1.623236073098555388e-01
54,1.959279696714796293e-01
55,-1.539720741895977407e-01
56,8.164858640697375547e-01
57,-1.346926925648668227e+00
58,8.185153463109791083e-01
59,-4.235244540053753615e-01
60,1.043839395770187473e+00
61,-8.152912172509984012e-01
62,-3.300069058189687987e-01
63,-6.002061699459896316e-01
