subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,1.766868750846e+02,-1.060121250507e+02,1.713580529474e+02,-1.051578294270e+02,1.771748029305e+02,-1.086486705646e+02,1.771454602557e+02,-1.086297784097e+02
1,19389,3550231933.593750,3.533737501691e+01,1.060121250507e+02,3.550495369986e+01,1.030917553689e+02,3.666445092071e+01,1.065702174572e+02,3.665791877252e+01,1.065525074251e+02
2,19390,3550415039.062500,2.473616251184e+02,3.533737501691e+01,2.416839496748e+02,3.209725916393e+01,2.497727209208e+02,3.325358321147e+01,2.497308803226e+02,3.324894945212e+01
3,19391,3550598144.531250,-3.533737501691e+01,1.766868750846e+02,-3.278829969013e+01,1.727246856331e+02,-3.394102966773e+01,1.784825544009e+02,-3.393603286914e+01,1.784526945815e+02
4,19392,3550781250.000000,-1.060121250507e+02,1.060121250507e+02,-1.024244486879e+02,1.044378513860e+02,-1.058684907510e+02,1.078798878392e+02,-1.058512961289e+02,1.078615713392e+02
5,19393,3550964355.468750,1.060121250507e+02,-2.473616251184e+02,1.010969414964e+02,-2.423370382624e+02,1.045312787711e+02,-2.503418751719e+02,1.045148761332e+02,-2.502999980514e+02
6,19394,3551147460.937500,-1.766868750846e+02,3.533737501691e+01,-1.720712016125e+02,3.614424377390e+01,-1.777714147974e+02,3.728166306628e+01,-1.777421645682e+02,3.727484491627e+01
7,19395,3551330566.406250,-1.766868750846e+02,-2.473616251184e+02,-1.747566599562e+02,-2.397389398555e+02,-1.804336876511e+02,-2.476949276023e+02,-1.804030249604e+02,-2.476547524792e+02
8,19396,3551513671.875000,1.766868750846e+02,-2.473616251184e+02,1.701294419577e+02,-2.430981296851e+02,1.757956585548e+02,-2.510220019082e+02,1.757676742653e+02,-2.509800739904e+02
9,19397,3551696777.343750,-1.766868750846e+02,1.060121250507e+02,-1.714845977436e+02,1.051482835523e+02,-1.771297086209e+02,1.085309794500e+02,-1.771010566004e+02,1.085125260204e+02
10,19398,3551879882.812500,1.060121250507e+02,2.473616251184e+02,1.058259515840e+02,2.405133074346e+02,1.091957169651e+02,2.483894092289e+02,1.091769393354e+02,2.483491798434e+02
11,19399,3552062988.281250,-2.473616251184e+02,-1.766868750846e+02,-2.431453228909e+02,-1.702648219970e+02,-2.509873876464e+02,-1.758771188432e+02,-2.509457920625e+02,-1.758493501334e+02
