stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,22.338296385,0.950765422,51.136711715,5.861632932133e-01,-7.804259258114e-01,-0.210657019,-0.926603566160
after_float_fir,22.311243457,0.163123465,90.636711715,5.865493778875e-01,-7.800900343164e-01,-0.210982518,-0.926080587748
after_fixed_fir,22.311323954,0.163166385,90.636711715,5.865258206865e-01,-7.800551350430e-01,-0.211356759,-0.926078390034
