sample_index,time_s,i,q
0,0.000000000000000000e+00,9.069747957954e-02,-1.304726539156e-02
1,4.166666666666666495e-11,1.246698843109e-02,9.305887519159e-02
2,8.333333333333332991e-11,-9.491122624548e-02,1.048777088959e-02
3,1.250000000000000078e-10,-7.098827068479e-03,-9.622377777234e-02
4,1.666666666666666598e-10,9.696830370574e-02,-2.308639586652e-03
5,2.083333333333333377e-10,-3.854848283044e-03,9.711936738868e-02
6,2.500000000000000156e-10,-9.665457389211e-02,-1.134430062783e-02
7,2.916666666666666417e-10,2.009331832339e-02,-9.555481209903e-02
8,3.333333333333333196e-10,9.380448444351e-02,3.001702750955e-02
9,3.749999999999999975e-10,-4.101292132906e-02,9.139172214686e-02
10,4.166666666666666754e-10,-8.830858376512e-02,-5.296194578638e-02
11,4.583333333333333533e-10,6.572981732680e-02,-8.455123485683e-02
12,5.000000000000000311e-10,8.012010659710e-02,7.916855662370e-02
13,5.416666666666666573e-10,-9.311822013550e-02,7.502003120686e-02
14,5.833333333333332835e-10,-6.926035213467e-02,-1.074088082913e-01
15,6.250000000000000131e-10,1.218623267227e-01,-6.285500702465e-02
16,6.666666666666666393e-10,5.582258162715e-02,1.362949748103e-01
17,7.083333333333333688e-10,-1.505194339875e-01,4.818633296043e-02
18,7.499999999999999950e-10,-3.997418021032e-02,-1.643472267647e-01
19,7.916666666666666212e-10,1.775911163280e-01,-3.121866206080e-02
20,8.333333333333333508e-10,2.195685938054e-02,1.900675158388e-01
21,8.749999999999999769e-10,-2.015988762318e-01,1.223028244675e-02
22,9.166666666666667065e-10,-2.084722167102e-03,-2.120160213812e-01
23,9.583333333333334361e-10,2.211603999772e-01,8.429934939603e-03
24,1.000000000000000062e-09,-1.925992792555e-02,2.288862243316e-01
25,1.041666666666666688e-09,-2.350624675929e-01,-3.034787834745e-02
26,1.083333333333333315e-09,4.163308219550e-02,-2.395746924904e-01
27,1.124999999999999941e-09,2.423266867211e-01,5.305183570879e-02
28,1.166666666666666567e-09,-6.453779361088e-02,2.432418824214e-01
29,1.208333333333333400e-09,-2.422645397941e-01,-7.602235794181e-02
30,1.250000000000000026e-09,8.743509530836e-02,-2.393606778661e-01
31,1.291666666666666652e-09,2.345187384882e-01,9.870418002909e-02
32,1.333333333333333279e-09,-1.097568603168e-01,2.277499730243e-01
33,1.374999999999999905e-09,-2.190885446646e-01,-1.205199443249e-01
34,1.416666666666666738e-09,1.309203025870e-01,-2.085913428994e-01
35,1.458333333333333364e-09,1.963375103524e-01,1.408853831124e-01
36,1.499999999999999990e-09,-1.503437351531e-01,1.824276858571e-01
37,1.541666666666666616e-09,-1.669829713118e-01,-1.592255374563e-01
38,1.583333333333333242e-09,1.674631266400e-01,-1.501436334283e-01
39,1.625000000000000075e-09,1.320675549452e-01,1.749915211999e-01
40,1.666666666666666702e-09,-1.817489365659e-01,1.129284531633e-01
41,1.708333333333333328e-09,-9.291388674202e-02,-1.876772865813e-01
42,1.749999999999999954e-09,1.927226667810e-01,-7.222307452217e-02
43,1.791666666666666580e-09,5.106455268182e-02,1.968358148940e-01
44,1.833333333333333413e-09,-1.999725440957e-01,2.965369874966e-02
45,1.874999999999999832e-09,-8.210152867784e-03,-2.020941446824e-01
46,1.916666666666666872e-09,2.031677500366e-01,1.304483181509e-02
47,1.958333333333333498e-09,-3.389107664766e-02,2.031666629999e-01
48,2.000000000000000125e-09,-2.020706390550e-01,-5.411216922808e-02
49,2.041666666666666751e-09,7.349812550206e-02,-1.998661230599e-01
50,2.083333333333333377e-09,1.965464366483e-01,9.184798848324e-02
51,2.125000000000000003e-09,-1.089723304791e-01,1.921119138277e-01
52,2.166666666666666629e-09,-1.865699827563e-01,-1.246956267380e-01
53,2.208333333333333255e-09,1.388584698763e-01,-1.799351921556e-01
54,2.249999999999999882e-09,1.722291813241e-01,1.513195962887e-01
55,2.291666666666666508e-09,-1.619576979569e-01,1.634805932397e-01
56,2.333333333333333134e-09,-1.537249307785e-01,-1.706729956413e-01
57,2.375000000000000174e-09,1.773885523197e-01,-1.430043566282e-01
58,2.416666666666666800e-09,1.313674380224e-01,1.820513089026e-01
59,2.458333333333333426e-09,-1.846328276642e-01,1.188688379759e-01
60,2.500000000000000052e-09,-1.055689552361e-01,-1.851297324364e-01
61,2.541666666666666678e-09,1.835638383799e-01,-9.153351569244e-02
62,2.583333333333333305e-09,7.683311848790e-02,1.799819680203e-01
63,2.624999999999999931e-09,-1.744554541765e-01,6.154274055142e-02
64,2.666666666666666557e-09,-4.574120371284e-02,-1.670793343493e-01
65,2.708333333333333183e-09,1.579712450525e-01,-2.951060896469e-02
66,2.749999999999999809e-09,1.293574279516e-02,1.472700283820e-01
67,2.791666666666666849e-09,-1.351340668026e-01,-3.896539171957e-03
68,2.833333333333333475e-09,2.089794573562e-02,-1.217393656285e-01
69,2.875000000000000102e-09,1.072774059389e-01,3.797939517647e-02
70,2.916666666666666728e-09,-5.505166597417e-02,9.195279366573e-02
71,2.958333333333333354e-09,-7.598073327428e-02,-7.202604725818e-02
72,2.999999999999999980e-09,8.881498304636e-02,-5.958435679357e-02
73,3.041666666666666606e-09,4.299194091512e-02,1.053327043690e-01
74,3.083333333333333232e-09,-1.214958434828e-01,2.643404643343e-02
75,3.124999999999999859e-09,-1.014061543485e-02,-1.372240245487e-01
76,3.166666666666666485e-09,1.524404253786e-01,5.661937668306e-03
77,3.208333333333333525e-09,-2.075360492099e-02,1.670723051481e-01
78,3.250000000000000151e-09,-1.810514933168e-01,-3.492359730452e-02
79,3.291666666666666777e-09,4.797305546067e-02,-1.943148354000e-01
80,3.333333333333333403e-09,2.068045916835e-01,5.971762432837e-02
81,3.375000000000000029e-09,-6.998985891483e-02,2.184687854652e-01
82,3.416666666666666655e-09,-2.292614979384e-01,-7.864143039444e-02
83,3.458333333333333282e-09,8.554510409483e-02,-2.391431073931e-01
84,3.499999999999999908e-09,2.480804710029e-01,9.059646366065e-02
85,3.541666666666666534e-09,-9.371535874983e-02,2.560470480714e-01
86,3.583333333333333160e-09,-2.630229642309e-01,-9.484705697646e-02
87,3.625000000000000200e-09,9.396308442702e-02,-2.689950167151e-01
88,3.666666666666666826e-09,2.739566214456e-01,9.106174289923e-02
