stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,17.279981633,0.878369772,-21.724556628,-5.614283640925e-01,-8.112371031519e-01,-0.117499544,-2.176176543615
after_float_fir,17.264560524,0.223722168,17.775443372,-5.607874164463e-01,-8.102913984942e-01,-0.127563157,-2.176187842862
after_fixed_fir,17.265263626,0.226194081,17.775443372,-5.608916627290e-01,-8.104588732880e-01,-0.125826578,-2.176178115293
