tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
0,-5.473758411416584924e-02,-448,-5.468750000000000000e-02,5.008411416584923614e-05,0
1,-6.057362513952141425e-03,-50,-6.103515625000000000e-03,-4.615311104785857488e-05,0
2,-5.458187371515300229e-02,-447,-5.456542968750000000e-02,1.644402765300229108e-05,0
3,1.015229349930591995e-01,832,1.015625000000000000e-01,3.956500694080045122e-05,0
4,-6.007684329533358875e-02,-492,-6.005859375000000000e-02,1.824954533358874587e-05,0
5,4.689533950643103022e-02,384,4.687500000000000000e-02,-2.033950643103021871e-05,0
6,-7.790225631265688955e-02,-638,-7.788085937500000000e-02,2.139693765688954752e-05,0
7,5.943039202171523927e-02,487,5.944824218750000000e-02,1.785016578476072979e-05,0
8,8.358941168975375299e-03,68,8.300781250000000000e-03,-5.815991897537529931e-05,0
9,-3.962358265232211740e-02,-325,-3.967285156250000000e-02,-4.926891017788259663e-05,0
10,2.383421766328133393e-02,195,2.380371093750000000e-02,-3.050672578133392654e-05,0
11,-2.516042184086601449e-02,-206,-2.514648437500000000e-02,1.393746586601449233e-05,0
12,5.053764549430330572e-02,414,5.053710937500000000e-02,-5.361193033057154445e-07,0
13,-4.154188944057451288e-02,-340,-4.150390625000000000e-02,3.798319057451288172e-05,0
14,-1.044287484089749009e-02,-86,-1.049804687500000000e-02,-5.517203410250991202e-05,0
15,4.351228957956219945e-02,356,4.345703125000000000e-02,-5.525832956219944858e-05,0
16,-2.904847295183136946e-02,-238,-2.905273437500000000e-02,-4.261423168630540381e-06,0
17,1.128008149567575995e-02,92,1.123046875000000000e-02,-4.961274567575994776e-05,0
18,-2.129508251121075071e-02,-174,-2.124023437500000000e-02,5.484813621075071421e-05,0
19,2.458960895022840529e-02,201,2.453613281250000000e-02,-5.347613772840528745e-05,0
20,9.588326520212764673e-03,79,9.643554687500000000e-03,5.522816728723532742e-05,0
21,-4.575778441097554800e-02,-375,-4.577636718750000000e-02,-1.858277652445200490e-05,0
22,3.744378502188915048e-02,307,3.747558593750000000e-02,3.180091561084952279e-05,0
23,-3.140689562854260489e-03,-26,-3.173828125000000000e-03,-3.313856214573951062e-05,0
24,-7.322164790086207325e-03,-60,-7.324218750000000000e-03,-2.053959913792674508e-06,0
25,-4.380206650334207696e-03,-36,-4.394531250000000000e-03,-1.432459966579230359e-05,0
26,-4.679794272306551581e-03,-38,-4.638671875000000000e-03,4.112239730655158076e-05,0
27,3.623757360334757538e-02,297,3.625488281250000000e-02,1.730920915242462055e-05,0
28,-4.151107824079963010e-02,-340,-4.150390625000000000e-02,7.171990799630101332e-06,0
29,3.619765478677203392e-03,30,3.662109375000000000e-03,4.234389632279660781e-05,0
30,2.943955979691784131e-02,241,2.941894531250000000e-02,-2.061448441784130559e-05,0
