tap_index,coeff_float
0,2.873305838433220516e-01
1,5.769702917437216083e-01
2,6.144289742149628974e-01
3,1.228249642418502707e-01
4,-4.676492808139338098e-01
5,-8.566832768985474522e-02
6,5.697370326789833600e-02
7,4.444155265395612897e-01
8,-3.654518904978555360e-01
9,-7.083594012670497986e-02
10,6.474956489551467187e-02
11,1.727313872469772027e-01
12,-2.043174525692184607e-02
13,-3.088616303850356126e-01
14,2.505197407500842632e-01
15,5.320440212894450571e-02
16,-9.507126569142423933e-02
17,-6.663929657560765940e-02
18,1.366450052402482830e-02
19,2.109375500169300421e-01
20,-2.028374510293435296e-01
21,-5.271674442300877672e-02
22,1.683314872914292160e-01
23,-3.816213709477275784e-02
24,-3.134291622893541074e-02
25,-8.892128106107527463e-02
26,1.363503913975315229e-01
27,4.020005877469538108e-02
28,-1.955714603148460962e-01
29,1.099667266050969178e-01
30,5.009633362479098961e-02
31,-4.170291252499123275e-02
32,-4.855177047780877969e-02
33,-7.983778233584225281e-03
34,1.664271639781131351e-01
35,-1.763132756464604045e-01
36,-1.808606876985775075e-02
37,2.074519918477970570e-01
38,-2.212966628105074718e-01
39,8.850665096159215928e-02
40,8.850665096159215928e-02
41,-2.212966628105074718e-01
42,2.074519918477970570e-01
43,-1.808606876985775075e-02
44,-1.763132756464604045e-01
45,1.664271639781131351e-01
46,-7.983778233584225281e-03
47,-4.855177047780877969e-02
48,-4.170291252499123275e-02
49,5.009633362479098961e-02
50,1.099667266050969178e-01
51,-1.955714603148460962e-01
52,4.020005877469538108e-02
53,1.363503913975315229e-01
54,-8.892128106107527463e-02
55,-3.134291622893541074e-02
56,-3.816213709477275784e-02
57,1.683314872914292160e-01
58,-5.271674442300877672e-02
59,-2.028374510293435296e-01
60,2.109375500169300421e-01
61,1.366450052402482830e-02
62,-6.663929657560765940e-02
63,-9.507126569142423933e-02
64,5.320440212894450571e-02
65,2.505197407500842632e-01
66,-3.088616303850356126e-01
67,-2.043174525692184607e-02
68,1.727313872469772027e-01
69,6.474956489551467187e-02
70,-7.083594012670497986e-02
71,-3.654518904978555360e-01
72,4.444155265395612897e-01
73,5.697370326789833600e-02
74,-8.566832768985474522e-02
75,-4.676492808139338098e-01
76,1.228249642418502707e-01
77,6.144289742149628974e-01
78,5.769702917437216083e-01
79,2.873305838433220516e-01
