stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,11.968659154,1.681453013,-8.835573361,8.892649414507e-01,4.524233992479e-01,-0.019678674,0.470631889580
after_float_fir,11.803999111,0.298317588,30.664426639,8.853444346978e-01,4.499935673885e-01,-0.059782069,0.470241297333
after_fixed_fir,11.803946556,0.298455556,30.664426639,8.854131798390e-01,4.500290283101e-01,-0.059105595,0.470241763934
