freq_hz,h_db,phase_rad
3500000000.000000,-0.407128952,0.000000000000
3501000000.000000,-0.412766460,0.000000000000
3502000000.000000,-0.409315728,0.000000000000
3503000000.000000,-0.409359868,0.000000000000
3504000000.000000,-0.410931508,0.000000000000
3505000000.000000,-0.408881759,0.000000000000
3506000000.000000,-0.402047752,0.000000000000
3507000000.000000,-0.402462963,0.000000000000
3508000000.000000,-0.399758762,0.000000000000
3509000000.000000,-0.389699980,0.000000000000
3510000000.000000,-0.386979509,0.000000000000
3511000000.000000,-0.392633760,0.000000000000
3512000000.000000,-0.389179370,0.000000000000
3513000000.000000,-0.385087018,0.000000000000
3514000000.000000,-0.390020900,0.000000000000
3515000000.000000,-0.375634428,0.000000000000
3516000000.000000,-0.370816114,0.000000000000
3517000000.000000,-0.373837024,0.000000000000
3518000000.000000,-0.373475185,0.000000000000
3519000000.000000,-0.367002628,0.000000000000
3520000000.000000,-0.361821828,0.000000000000
3521000000.000000,-0.361364876,0.000000000000
3522000000.000000,-0.360571541,0.000000000000
3523000000.000000,-0.348229667,0.000000000000
3524000000.000000,-0.351834961,0.000000000000
3525000000.000000,-0.342752842,0.000000000000
3526000000.000000,-0.344761286,0.000000000000
3527000000.000000,-0.332711851,0.000000000000
3528000000.000000,-0.325296146,0.000000000000
3529000000.000000,-0.328002446,0.000000000000
3530000000.000000,-0.320945609,0.000000000000
3531000000.000000,-0.318416408,0.000000000000
3532000000.000000,-0.318691952,0.000000000000
3533000000.000000,-0.314232367,0.000000000000
3534000000.000000,-0.303614311,0.000000000000
3535000000.000000,-0.298481454,0.000000000000
3536000000.000000,-0.301357107,0.000000000000
3537000000.000000,-0.299098438,0.000000000000
3538000000.000000,-0.292376935,0.000000000000
3539000000.000000,-0.285924443,0.000000000000
3540000000.000000,-0.280234121,0.000000000000
3541000000.000000,-0.276534792,0.000000000000
3542000000.000000,-0.280989391,0.000000000000
3543000000.000000,-0.271064478,0.000000000000
3544000000.000000,-0.268658365,0.000000000000
3545000000.000000,-0.253347943,0.000000000000
3546000000.000000,-0.251339200,0.000000000000
3547000000.000000,-0.244756619,0.000000000000
3548000000.000000,-0.240397947,0.000000000000
3549000000.000000,-0.245532119,0.000000000000
3550000000.000000,-0.232979038,0.000000000000
3551000000.000000,-0.233455162,0.000000000000
3552000000.000000,-0.226429069,0.000000000000
3553000000.000000,-0.226626632,0.000000000000
3554000000.000000,-0.220463705,0.000000000000
3555000000.000000,-0.221730862,0.000000000000
3556000000.000000,-0.208472565,0.000000000000
3557000000.000000,-0.200855142,0.000000000000
3558000000.000000,-0.203911609,0.000000000000
3559000000.000000,-0.196081293,0.000000000000
3560000000.000000,-0.189347302,0.000000000000
3561000000.000000,-0.181637740,0.000000000000
3562000000.000000,-0.190422509,0.000000000000
3563000000.000000,-0.182471477,0.000000000000
3564000000.000000,-0.169759042,0.000000000000
3565000000.000000,-0.177402228,0.000000000000
3566000000.000000,-0.160458330,0.000000000000
3567000000.000000,-0.163398112,0.000000000000
3568000000.000000,-0.160562904,0.000000000000
3569000000.000000,-0.152475423,0.000000000000
3570000000.000000,-0.149427994,0.000000000000
3571000000.000000,-0.141856185,0.000000000000
3572000000.000000,-0.142926621,0.000000000000
3573000000.000000,-0.134895766,0.000000000000
3574000000.000000,-0.133277694,0.000000000000
3575000000.000000,-0.117775256,0.000000000000
3576000000.000000,-0.114470364,0.000000000000
3577000000.000000,-0.117464309,0.000000000000
3578000000.000000,-0.116872632,0.000000000000
3579000000.000000,-0.114987433,0.000000000000
3580000000.000000,-0.111303825,0.000000000000
3581000000.000000,-0.101454837,0.000000000000
3582000000.000000,-0.101219098,0.000000000000
3583000000.000000,-0.098374423,0.000000000000
3584000000.000000,-0.093231059,0.000000000000
3585000000.000000,-0.086006518,0.000000000000
3586000000.000000,-0.077939909,0.000000000000
3587000000.000000,-0.089848149,0.000000000000
3588000000.000000,-0.079013144,0.000000000000
3589000000.000000,-0.081169074,0.000000000000
3590000000.000000,-0.071724654,0.000000000000
3591000000.000000,-0.065763688,0.000000000000
3592000000.000000,-0.061946390,0.000000000000
3593000000.000000,-0.063319939,0.000000000000
3594000000.000000,-0.058230506,0.000000000000
3595000000.000000,-0.051023168,0.000000000000
3596000000.000000,-0.049382238,0.000000000000
3597000000.000000,-0.051712005,0.000000000000
3598000000.000000,-0.047857051,0.000000000000
3599000000.000000,-0.044935028,0.000000000000
3600000000.000000,-0.035279544,0.000000000000
3601000000.000000,-0.028471325,0.000000000000
3602000000.000000,-0.029594014,0.000000000000
3603000000.000000,-0.020508329,0.000000000000
3604000000.000000,-0.023643891,0.000000000000
3605000000.000000,-0.021164332,0.000000000000
3606000000.000000,-0.016661777,0.000000000000
3607000000.000000,-0.018275448,0.000000000000
3608000000.000000,-0.010921392,0.000000000000
3609000000.000000,-0.006423461,0.000000000000
3610000000.000000,-0.010297564,0.000000000000
3611000000.000000,-0.007366126,0.000000000000
3612000000.000000,-0.005595845,0.000000000000
3613000000.000000,-0.001794717,0.000000000000
3614000000.000000,-0.001034532,0.000000000000
3615000000.000000,0.010619918,0.000000000000
3616000000.000000,0.005862980,0.000000000000
3617000000.000000,0.005965941,0.000000000000
3618000000.000000,0.004390391,0.000000000000
3619000000.000000,0.004507201,0.000000000000
3620000000.000000,0.011574796,0.000000000000
3621000000.000000,0.014886167,0.000000000000
3622000000.000000,0.017239547,0.000000000000
3623000000.000000,0.017284566,0.000000000000
3624000000.000000,0.016605400,0.000000000000
3625000000.000000,0.024726693,0.000000000000
3626000000.000000,0.023942689,0.000000000000
3627000000.000000,0.020428690,0.000000000000
3628000000.000000,0.022927626,0.000000000000
3629000000.000000,0.024885379,0.000000000000
3630000000.000000,0.029067413,0.000000000000
3631000000.000000,0.025501445,0.000000000000
3632000000.000000,0.034912728,0.000000000000
3633000000.000000,0.025490245,0.000000000000
3634000000.000000,0.022954933,0.000000000000
3635000000.000000,0.034607727,0.000000000000
3636000000.000000,0.035012289,0.000000000000
3637000000.000000,0.037621330,0.000000000000
3638000000.000000,0.034593923,0.000000000000
3639000000.000000,0.030233391,0.000000000000
3640000000.000000,0.036093805,0.000000000000
3641000000.000000,0.036342479,0.000000000000
3642000000.000000,0.032616721,0.000000000000
3643000000.000000,0.034101129,0.000000000000
