tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.419002711967e-02,4.302037124407e-02,4.419380798856e-02,4.419190704848e-02,-0.233002286,0.000743127,0.000369507,-1.466228526834,2.851614147361,2.523150511155,2.523150511155,-1.965342632984,-0.328463636206,-0.328463636206,-2.293806269190,-2.293806269190
1,3567993164.062500,4.419002711967e-02,4.338055999579e-02,4.414114490606e-02,4.413703190296e-02,-0.160582282,-0.009613493,-0.010422868,-2.018989483112,2.414636469367,1.639880297686,1.639880297686,-1.849559354700,-0.774756171681,-0.774756171681,-2.624315526382,-2.624315526382
2,3586120605.468750,4.419002711967e-02,4.378803998333e-02,4.419831589304e-02,4.419241159235e-02,-0.079375242,0.001629069,0.000468674,-0.505481743176,4.044804034511,2.819201321890,2.819201321890,-1.732899529492,-1.225602712621,-1.225602712621,-2.958502242113,-2.958502242113
3,3604064941.406250,4.419002711967e-02,4.407071798240e-02,4.421479745097e-02,4.420826826600e-02,-0.023482843,0.004867435,0.003584698,-3.021963840091,1.638890385286,-0.033004862810,-0.033004862810,-1.622331081802,-1.671895248096,-1.671895248096,-3.294226329898,-3.294226329898
4,3622009277.343750,4.419002711968e-02,4.427782366002e-02,4.423461892990e-02,4.422915839991e-02,0.017239965,0.008760444,0.007688151,-0.730847107533,4.031905326930,1.913717543358,1.913717543358,-1.520432872717,-2.118187783572,-2.118187783572,-3.638620656289,-3.638620656289
5,3639953613.281250,4.419002711967e-02,4.437265043396e-02,4.421212582316e-02,4.420971841590e-02,0.035822047,0.004342584,0.003869614,-3.641193369700,1.226968935300,4.945673923432,4.945673923432,-1.415023002179,-2.564480319047,-2.564480319047,-3.979503321227,-3.979503321227
6,3658081054.687500,4.419002711967e-02,4.440747299258e-02,4.418852031829e-02,4.419113658713e-02,0.042635845,-0.000296178,0.000218072,-1.874287537636,3.090268742406,6.358127189599,6.358127189599,-1.318629027137,-3.015326859987,-3.015326859987,-4.333955887124,-4.333955887124
7,3676025390.625000,4.419002711967e-02,4.440186822884e-02,4.417207523713e-02,4.418113881880e-02,0.041539511,-0.003529297,-0.001747240,-1.259120606348,3.790807167297,6.612373079014,6.612373079014,-1.233257533534,-3.461619395462,-3.461619395462,-4.694876928997,-4.694876928997
8,3693969726.562500,4.419002711969e-02,4.438629157109e-02,4.417615516551e-02,4.419236396922e-02,0.038491872,-0.002727067,0.000459314,-1.417135220509,3.692782133327,6.068055509569,6.068055509569,-1.173267953343,-3.907911930938,-3.907911930938,-5.081179884281,-5.081179884281
9,3712097167.968750,4.419002711966e-02,4.433183892693e-02,4.415060822345e-02,4.417370735521e-02,0.027829571,-0.007751545,-0.003208368,-0.007447083739,5.133116560121,7.057543395423,7.057543395423,-1.142621663319,-4.358758471877,-4.358758471877,-5.501380135197,-5.501380135197
10,3730041503.906250,4.419002711967e-02,4.435038984964e-02,4.417962775181e-02,4.420817729706e-02,0.031463473,-0.002044316,0.003566824,-1.738386515516,3.413619475519,4.891753775345,4.891753775345,-1.131179316146,-4.805051007353,-4.805051007353,-5.936230323498,-5.936230323498
11,3747985839.843750,4.419002711967e-02,4.439598731490e-02,4.419044970779e-02,4.422205031504e-02,0.040389011,0.000083063,0.006292126,-1.351434867327,3.797363893221,4.829205657572,4.829205657572,-1.134386546632,-5.251343542828,-5.251343542828,-6.385730089460,-6.385730089460
12,3765930175.781250,4.419002711967e-02,4.454429406481e-02,4.423618654774e-02,4.426770586720e-02,0.069356251,0.009068255,0.015254951,1.062050447942,6.217797481904,6.803346710779,6.803346710779,-1.127438273218,-5.697636078304,-5.697636078304,-6.825074351522,-6.825074351522
13,3784057617.187500,4.419002711967e-02,4.470148715629e-02,4.421090259178e-02,4.423865759542e-02,0.099954073,0.004102266,0.009553438,2.781448782397,7.963930618127,8.098633306063,8.098633306063,-1.100703471449,-6.148482619243,-6.148482619243,-7.249186090692,-7.249186090692
14,3802001953.125000,4.419002711968e-02,4.499117607087e-02,4.424692955854e-02,4.426741979588e-02,0.156061554,0.011177417,0.015198820,4.613383633905,9.852405989993,9.540816142454,9.540816142454,-1.044162951092,-6.594775154719,-6.594775154719,-7.638938105811,-7.638938105811
15,3819946289.062500,4.419002711968e-02,4.523882880152e-02,4.419571241793e-02,4.420585831232e-02,0.203741695,0.001117417,0.003111185,6.528401971383,11.865061481082,11.107179098067,11.107179098067,-0.946525797481,-7.041067690194,-7.041067690194,-7.987593487675,-7.987593487675
16,3837890625.000000,4.419002711967e-02,4.552897511213e-02,4.418146211570e-02,4.417925106080e-02,0.259272121,-0.001683681,-0.002118376,4.099669994766,9.567921086097,8.363746167606,8.363746167606,-0.814934215848,-7.487360225670,-7.487360225670,-8.302294441518,-8.302294441518
17,3856018066.406250,4.419002711967e-02,4.575711547102e-02,4.414998747600e-02,4.413469870952e-02,0.302687413,-0.007873667,-0.010882038,6.986648854046,12.619852430996,10.964830971566,10.964830971566,-0.649981730230,-7.938206766609,-7.938206766609,-8.588188496839,-8.588188496839
18,3873962402.343750,4.419002711967e-02,4.592434615368e-02,4.415577733828e-02,4.412864460586e-02,0.334374274,-0.006734668,-0.012073593,8.798907696722,14.605280784412,12.503966789507,12.503966789507,-0.476812219489,-8.384499302085,-8.384499302085,-8.861311521574,-8.861311521574
19,3891906738.281250,4.419002711967e-02,4.594363421894e-02,4.414605717820e-02,4.410989765710e-02,0.338021551,-0.008646933,-0.015764359,7.319283157571,13.292057744588,10.744451214207,10.744451214207,-0.310410720162,-8.830791837560,-8.830791837560,-9.141202557723,-9.141202557723
