tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.419002711967e-02,4.302037124407e-02,4.421598170113e-02,4.421575848527e-02,-0.233002286,0.005100075,0.005056226,-1.466228526834,2.851614147361,-1.455995652620,-1.455995652620,-1.965342632984,1.975575507198,1.975575507198,0.010232874214,0.010232874214
1,3567993164.062500,4.419002711967e-02,4.338055999579e-02,4.421822783927e-02,4.421806051116e-02,-0.160582282,0.005541300,0.005508432,-2.018989483112,2.414636469367,-2.264100807483,-2.264100807483,-1.849559354700,1.604448030329,1.604448030329,-0.245111324371,-0.245111324371
2,3586120605.468750,4.419002711967e-02,4.378803998333e-02,4.426356249316e-02,4.426337107262e-02,-0.079375242,0.014441930,0.014404367,-0.505481743176,4.044804034511,-1.008847734278,-1.008847734278,-1.732899529492,1.229533538390,1.229533538390,-0.503365991102,-0.503365991102
3,3604064941.406250,4.419002711967e-02,4.407071798240e-02,4.422367774774e-02,4.422336787359e-02,-0.023482843,0.006611773,0.006550911,-3.021963840091,1.638890385286,-3.785888860372,-3.785888860372,-1.622331081802,0.858406061521,0.858406061521,-0.763925020281,-0.763925020281
4,3622009277.343750,4.419002711968e-02,4.427782366002e-02,4.418370824851e-02,4.418318547134e-02,0.017239965,-0.001242112,-0.001344883,-0.730847107533,4.031905326930,-1.764001395598,-1.764001395598,-1.520432872717,0.487278584652,0.487278584652,-1.033154288065,-1.033154288065
5,3639953613.281250,4.419002711967e-02,4.437265043396e-02,4.413109759274e-02,4.413028417499e-02,0.035822047,-0.011590782,-0.011750880,-3.641193369700,1.226968935300,1.343120043083,1.343120043083,-1.415023002179,0.116151107783,0.116151107783,-1.298871894397,-1.298871894397
6,3658081054.687500,4.419002711967e-02,4.440747299258e-02,4.411953129294e-02,4.411837647453e-02,0.042635845,-0.013867561,-0.014094915,-1.874287537636,3.090268742406,2.831505358250,2.831505358250,-1.318629027137,-0.258763384156,-0.258763384156,-1.577392411294,-1.577392411294
7,3676025390.625000,4.419002711967e-02,4.440186822884e-02,4.414780180333e-02,4.414630400667e-02,0.041539511,-0.008303679,-0.008598369,-1.259120606348,3.790807167297,3.160916306272,3.160916306272,-1.233257533534,-0.629890861026,-0.629890861026,-1.863148394560,-1.863148394560
8,3693969726.562500,4.419002711969e-02,4.438629157109e-02,4.420692473485e-02,4.420512707863e-02,0.038491872,0.003320721,0.002967506,-1.417135220509,3.692782133327,2.691763795433,2.691763795433,-1.173267953343,-1.001018337895,-1.001018337895,-2.174286291238,-2.174286291238
9,3712097167.968750,4.419002711966e-02,4.433183892693e-02,4.422295599788e-02,4.422095164244e-02,0.027829571,0.006470014,0.006076327,-0.007447083739,5.133116560121,3.757183730287,3.757183730287,-1.142621663319,-1.375932829834,-1.375932829834,-2.518554493153,-2.518554493153
10,3730041503.906250,4.419002711967e-02,4.435038984964e-02,4.426311718173e-02,4.426104514242e-02,0.031463473,0.014354546,0.013947934,-1.738386515516,3.413619475519,1.666559168816,1.666559168816,-1.131179316146,-1.747060306703,-1.747060306703,-2.878239622848,-2.878239622848
11,3747985839.843750,4.419002711967e-02,4.439598731490e-02,4.425193576402e-02,4.424997186875e-02,0.040389011,0.012160104,0.011774617,-1.351434867327,3.797363893221,1.679176109649,1.679176109649,-1.134386546632,-2.118187783572,-2.118187783572,-3.252574330203,-3.252574330203
12,3765930175.781250,4.419002711967e-02,4.454429406481e-02,4.425202417336e-02,4.425036665139e-02,0.069356251,0.012177457,0.011852109,1.062050447942,6.217797481904,3.728482221463,3.728482221463,-1.127438273218,-2.489315260441,-2.489315260441,-3.616753533660,-3.616753533660
13,3784057617.187500,4.419002711967e-02,4.470148715629e-02,4.417440283528e-02,4.417327130724e-02,0.099954073,-0.003071616,-0.003294108,2.781448782397,7.963930618127,5.099700865747,5.099700865747,-1.100703471449,-2.864229752380,-2.864229752380,-3.964933223829,-3.964933223829
14,3802001953.125000,4.419002711968e-02,4.499117607087e-02,4.417149434371e-02,4.417108972743e-02,0.156061554,-0.003643524,-0.003723088,4.613383633905,9.852405989993,6.617048760744,6.617048760744,-1.044162951092,-3.235357229249,-3.235357229249,-4.279520180341,-4.279520180341
15,3819946289.062500,4.419002711968e-02,4.523882880152e-02,4.410818614224e-02,4.410869511283e-02,0.203741695,-0.016101388,-0.016001161,6.528401971383,11.865061481082,8.258576774963,8.258576774963,-0.946525797481,-3.606484706118,-3.606484706118,-4.553010503599,-4.553010503599
16,3837890625.000000,4.419002711967e-02,4.552897511213e-02,4.411268693587e-02,4.411425717703e-02,0.259272121,-0.015215126,-0.014905948,4.099669994766,9.567921086097,5.590308903109,5.590308903109,-0.814934215848,-3.977612182987,-3.977612182987,-4.792546398836,-4.792546398836
17,3856018066.406250,4.419002711967e-02,4.575711547102e-02,4.412479831208e-02,4.412753430488e-02,0.302687413,-0.012830696,-0.012292137,6.986648854046,12.619852430996,8.267325756069,8.267325756069,-0.649981730230,-4.352526674927,-4.352526674927,-5.002508405157,-5.002508405157
18,3873962402.343750,4.419002711967e-02,4.592434615368e-02,4.418290314106e-02,4.418682040747e-02,0.334374274,-0.001400386,-0.000630327,8.798907696722,14.605280784412,9.881626632616,9.881626632616,-0.476812219489,-4.723654151796,-4.723654151796,-5.200466371285,-5.200466371285
19,3891906738.281250,4.419002711967e-02,4.594363421894e-02,4.421641462148e-02,4.422146198504e-02,0.338021551,0.005185118,0.006176568,7.319283157571,13.292057744588,8.197276115923,8.197276115923,-0.310410720162,-5.094781628665,-5.094781628665,-5.405192348827,-5.405192348827
20,3910034179.687500,4.419002711967e-02,4.587309510768e-02,4.427887840283e-02,4.428495025378e-02,0.324675507,0.017446869,0.018637861,8.993349922814,15.113980411711,9.644284291107,9.644284291107,-0.162554818282,-5.469696120604,-5.469696120604,-5.632250938886,-5.632250938886
