tap_index,coeff_float
0,1.845007535815771371e-01
1,2.929114884970939192e-01
2,2.494396133547686911e-01
3,-5.535858823473860379e-02
4,-2.315079641030013125e-01
5,6.635085724063613521e-02
6,6.069492997342713914e-02
7,1.255478263940857375e-01
8,-2.308942781576333869e-01
9,5.087701544606342691e-02
10,9.959045587904248598e-02
11,-2.749935546440639839e-02
12,-3.522535123691033360e-02
13,-7.871337035507464108e-02
14,1.712642666846061479e-01
15,-6.125310154123579653e-02
16,-9.575624505233289174e-02
17,9.143200828222765308e-02
18,-5.361178144310727728e-03
19,2.324557147064373192e-02
20,-9.866685267186926789e-02
21,5.247120130565970098e-02
22,9.362683000723308335e-02
23,-1.404509318498670112e-01
24,4.056340341365837626e-02
25,3.624040558186667621e-02
26,1.367580033994206072e-03
27,-2.613327888429842205e-02
28,-6.171089838704554159e-02
29,1.400469680858142107e-01
30,-6.526904588884270553e-02
31,-7.394361909427236978e-02
32,9.245396772690053777e-02
33,-1.476293441679734850e-02
34,2.552903351165273019e-02
35,-1.288692177084024837e-01
36,9.874012916239717497e-02
37,1.458477112688604527e-01
38,-3.315231373006322646e-01
39,1.779025220327445089e-01
40,1.779025220327445089e-01
41,-3.315231373006322646e-01
42,1.458477112688604527e-01
43,9.874012916239717497e-02
44,-1.288692177084024837e-01
45,2.552903351165273019e-02
46,-1.476293441679734850e-02
47,9.245396772690053777e-02
48,-7.394361909427236978e-02
49,-6.526904588884270553e-02
50,1.400469680858142107e-01
51,-6.171089838704554159e-02
52,-2.613327888429842205e-02
53,1.367580033994206072e-03
54,3.624040558186667621e-02
55,4.056340341365837626e-02
56,-1.404509318498670112e-01
57,9.362683000723308335e-02
58,5.247120130565970098e-02
59,-9.866685267186926789e-02
60,2.324557147064373192e-02
61,-5.361178144310727728e-03
62,9.143200828222765308e-02
63,-9.575624505233289174e-02
64,-6.125310154123579653e-02
65,1.712642666846061479e-01
66,-7.871337035507464108e-02
67,-3.522535123691033360e-02
68,-2.749935546440639839e-02
69,9.959045587904248598e-02
70,5.087701544606342691e-02
71,-2.308942781576333869e-01
72,1.255478263940857375e-01
73,6.069492997342713914e-02
74,6.635085724063613521e-02
75,-2.315079641030013125e-01
76,-5.535858823473860379e-02
77,2.494396133547686911e-01
78,2.929114884970939192e-01
79,1.845007535815771371e-01
