group_type,group_value,combo_count,fixed_dense_pass_count,behavior_fixed_pass_count,saturated_combo_count,best_fixed_dense_ripple_db,best_behavior_fixed_ripple_db,best_qam_fixed_magnitude_only_evm_percent,mean_fixed_dense_ripple_db,mean_behavior_fixed_ripple_db,mean_qam_fixed_magnitude_only_evm_percent
tap_num,64,9,5,9,0,0.092782830,0.073246275,0.155785415,0.100059797,0.080173007,0.164166752
tap_num,80,9,9,9,0,0.079596554,0.053994509,0.130050215,0.083207545,0.059876308,0.138269035
tap_num,96,9,9,9,0,0.063701016,0.044651432,0.103985580,0.070974615,0.049316323,0.113640435
regularization,0.0001,9,9,9,0,0.063701016,0.044651432,0.103985580,0.082608127,0.059800327,0.135300115
regularization,0.0003,9,8,9,0,0.070283513,0.044786142,0.106778301,0.085165215,0.063299172,0.138991117
regularization,0.001,9,6,9,0,0.069019964,0.049519236,0.111240170,0.086468615,0.066266140,0.141784991
fixed_format,Q2.14,9,8,9,0,0.063701016,0.044651432,0.103985580,0.082665288,0.062745208,0.133796424
fixed_format,Q3.13,9,8,9,0,0.070283513,0.048610172,0.108279290,0.084578381,0.063635134,0.136770693
fixed_format,Q4.12,9,7,9,0,0.070094607,0.044786142,0.116480325,0.086998288,0.062985296,0.145509105
