subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,1.766868750846e+02,-1.060121250507e+02,1.713580529474e+02,-1.051578294270e+02,1.769791128485e+02,-1.085150750311e+02,1.771416943189e+02,-1.086222637968e+02
1,19389,3550231933.593750,3.533737501691e+01,1.060121250507e+02,3.550495369986e+01,1.030917553689e+02,3.661775874300e+01,1.064538152195e+02,3.665543409431e+01,1.065526819079e+02
2,19390,3550415039.062500,2.473616251184e+02,3.533737501691e+01,2.416839496748e+02,3.209725916393e+01,2.495000743753e+02,3.323145761139e+01,2.497359051931e+02,3.325504605668e+01
3,19391,3550598144.531250,-3.533737501691e+01,1.766868750846e+02,-3.278829969013e+01,1.727246856331e+02,-3.391511127868e+01,1.782920344922e+02,-3.394159716406e+01,1.784611895002e+02
4,19392,3550781250.000000,-1.060121250507e+02,1.060121250507e+02,-1.024244486879e+02,1.044378513860e+02,-1.057655149351e+02,1.077629227862e+02,-1.058621088785e+02,1.078679815391e+02
5,19393,3550964355.468750,1.060121250507e+02,-2.473616251184e+02,1.010969414964e+02,-2.423370382624e+02,1.044404845718e+02,-2.500851722486e+02,1.045316278898e+02,-2.503250820440e+02
6,19394,3551147460.937500,-1.766868750846e+02,3.533737501691e+01,-1.720712016125e+02,3.614424377390e+01,-1.776002139289e+02,3.723541037569e+01,-1.777674708822e+02,3.727618886267e+01
7,19395,3551330566.406250,-1.766868750846e+02,-2.473616251184e+02,-1.747566599562e+02,-2.397389398555e+02,-1.802489465822e+02,-2.474703427861e+02,-1.804278046558e+02,-2.476998841377e+02
8,19396,3551513671.875000,1.766868750846e+02,-2.473616251184e+02,1.701294419577e+02,-2.430981296851e+02,1.756479443332e+02,-2.507812859717e+02,1.758073925632e+02,-2.510253793213e+02
9,19397,3551696777.343750,-1.766868750846e+02,1.060121250507e+02,-1.714845977436e+02,1.051482835523e+02,-1.769776828694e+02,1.084242436785e+02,-1.771430941011e+02,1.085330801045e+02
10,19398,3551879882.812500,1.060121250507e+02,2.473616251184e+02,1.058259515840e+02,2.405133074346e+02,1.090874120854e+02,2.481806461383e+02,1.091992662908e+02,2.484143668956e+02
11,19399,3552062988.281250,-2.473616251184e+02,-1.766868750846e+02,-2.431453228909e+02,-1.702648219970e+02,-2.507673735999e+02,-1.757438170085e+02,-2.510127803642e+02,-1.759042845363e+02
